System	SubSystem	Emulator	Name	Year	ROM	Players	Joystick	Ways	Buttons	LightGun	Stick	TrackBall	Other Input	Vertical	Manufacturer	Genre	SubGenre	Sub2Genre	CameraGenre	GraphicsGenre	FWA MAX 2 	FUA
arcade	none		Sexy Parodius	1996	sexyparo	4	single	8	3	no	no	no	none	no	Konami	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Shadow Dancer	1989	shdancer	2	single	8	3	no	no	no	none	no	SEGA	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Shadow Force	1993	shadfrce	2	single	8	6	no	no	no	none	no	Technos Japan	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Shadowland	1987	shadowld	2	single	8	3	no	no	no	none	no	Namco	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Shienryu	1997	shienryu	4	single	8	4	no	no	no	none	yes	Other	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Shinobi	1987	shinobi	2	single	8	3	no	no	no	none	no	SEGA	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	neogeo		Shock Troopers	1997	shocktro	2	single	8	4	no	no	no	none	no	Other	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	neogeo		Shock Troopers: 2nd Squad	1998	shocktr2	2	single	8	4	no	no	no	none	no	Other	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	none		Side Arms: Hyper Dyne	1986	sidearms	2	single	8	3	no	no	no	none	no	Capcom	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Side Pocket	1986	sidepckt	2	single	8	2	no	no	no	none	no	Data East	Sports	Pool	other	unknown	unknown	yes	yes
arcade	none		Silent Dragon	1992	silentd	4	single	8	3	no	no	no	none	no	Taito	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Silk Worm	1988	silkworm	2	single	8	3	no	no	no	none	no	Tecmo	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Simpsons, The	1991	simpsons2p	2	single	8	2	no	no	no	none	no	Konami	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Sinistar	1982	sinistar	1	none	none	2	no	yes	no	none	yes	Williams	Shooter	Field	other	unknown	unknown	yes	yes
arcade	none		Slap Fight	1986	slapfigh	2	single	8	2	no	no	no	none	yes	Toaplan	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Slip Stream	1995	slipstrm	1	none	none	1	no	no	no	pedal/paddle	no	Capcom	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Sly Spy	1989	slyspy	2	single	8	2	no	no	no	none	no	Data East	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Smash T.V.	1990	smashtv	2	twin	8	0	no	no	no	none	no	Williams	Shooter	Field	other	unknown	unknown	yes	yes
arcade	none		Snow Bros. 2: With New Elves	1994	snowbro2	4	single	8	2	no	no	no	none	no	Other	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Snow Bros.: Nick & Tom	1990	snowbros	2	single	8	3	no	no	no	none	no	Toaplan	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	neogeo		Soccer Brawl	1991	socbrawl	2	single	8	4	no	no	no	none	no	SNK	Sports	Soccer	other	unknown	unknown	yes	yes
arcade	none		Sol Divide: The Sword Of Darkness	1997	soldivid	2	single	8	3	no	no	no	none	no	Psikyo	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Solomon's Key	1986	solomon	2	single	8	2	no	no	no	none	no	Tecmo	Puzzle	Maze	other	unknown	unknown	yes	yes
arcade	none		Son Son	1984	sonson	2	single	4	1	no	no	no	none	no	Capcom	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Sorcer Striker	1993	sstriker	2	single	8	3	no	no	no	none	yes	Eighting	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Soukyugurentai	1996	sokyugrt	4	single	8	4	no	no	no	none	no	Eighting	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Soul Calibur	1998	soulclbr	2	single	8	6	no	no	no	none	no	Namco	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	daphne		Space Ace	1983	spaceace	1	single	8	1	no	no	no	none	no	Other	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Space Bomber	1998	sbomber	2	single	8	2	no	no	no	none	yes	Psikyo	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Space Gun	1990	spacegun	2	none	none	3	no	yes	no	none	no	Taito	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Space Harrier	1985	sharrier	1	none	none	3	no	yes	no	none	no	SEGA	Shooter	Flying	other	3rd Person	unknown	yes	yes
arcade	none		Space Invaders	1978	invaders	2	single	2	1	no	no	no	none	yes	Taito	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Space Invaders '95: The Attack Of Lunar Loonies	1995	spcinv95	4	single	8	4	no	no	no	dial	yes	Taito	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Space Invaders DX	1994	spacedx	4	single	8	3	no	no	no	none	no	Taito	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Space Invaders Part 2	1979	invadpt2	2	single	2	1	no	no	no	none	yes	Taito	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Special Criminal Investigation	1989	sci	1	none	none	5	no	no	no	paddle	no	Taito	Shooter	Driving	other	3rd Person	unknown	yes	yes
arcade	none		Speed Rumbler, The	1986	srumbler	2	single	8	2	no	no	no	none	yes	Capcom	Shooter	Driving	other	Vertical	unknown	yes	yes
arcade	none		Spelunker 2: 23 no Kagi	1986	spelunk2	2	single	8	2	no	no	no	none	no	Irem	Platform	Run, Jump &	other	Scrolling	unknown	yes	yes
arcade	none		Spider-Man: The Videogame	1991	spidman	4	single	8	2	no	no	no	none	no	SEGA	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Spiders	1981	spiders	2	single	2	1	no	no	no	none	yes	Other	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	neogeo		Spin Master	1993	spinmast	2	single	8	4	no	no	no	none	no	Data East	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Spinal Breakers	1990	spinlbrk	2	single	8	3	no	no	no	none	no	Video System	Shooter	other	other	3rd Person	unknown	yes	yes
arcade	none		Splatter House	1988	splatter	2	single	8	3	no	no	no	none	no	Namco	Fighter	Beat Em Up	other	unknown	2D	yes	yes
arcade	none		Spy Hunter	1983	spyhunt	1	none	none	5	no	no	no	pedal/paddle	yes	Midway	Shooter	Driving	other	Vertical	unknown	yes	yes
arcade	none		Stadium Cross	1992	scross	2	single	8	3	no	no	no	pedal/paddle	no	SEGA	Driving	Motorbike	other	unknown	unknown	yes	yes
arcade	none		Star Force	1984	starforc	2	single	8	1	no	no	no	none	yes	Tehkan	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Star Gladiator Episode 1: Final Crusade	1996	starglad	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Star Trek	1982	startrek	1	none	none	4	no	no	no	dial	no	SEGA	Shooter	Flying	other	1st Person	unknown	yes	yes
arcade	none		Star Wars	1983	starwars	1	none	none	4	no	yes	no	none	no	Atari	Shooter	Flying	other	1st Person	unknown	yes	yes
arcade	none		Starblade	1991	starblad	1	none	none	4	no	yes	no	none	no	Namco	Shooter	Flying	other	3rd Person	unknown	yes	yes
arcade	none		Stargate	1981	stargate	1	single	vertical2	6	no	no	no	none	no	Williams	Shooter	Flying	other	unknown	unknown	yes	yes
arcade	none		Steel Gunner	1990	sgunner	2	none	none	2	yes	no	no	none	no	Namco	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Steel Gunner 2	1991	sgunner2	2	none	none	2	yes	no	no	none	no	Namco	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Storm Blade	1996	stmblade	2	single	8	3	no	no	no	none	yes	Visco	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Street Fighter	1987	sf	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter 2: Champion Edition	1992	sf2ce	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter 2: Hyper Fighting	1992	sf2hf	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter 2: The World Warrior	1991	sf2	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter 3: New Generation	1997	sfiiin	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter Alpha 2	1996	sfa2	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter Alpha 3	1998	sfa3	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter Alpha 3	1998	sfa3ud	2	single	8	6	no	no	no	none	no	unknown	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter Alpha: Warriors' Dreams	1995	sfa	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter EX	1996	sfex	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter EX2	1998	sfex2	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter III 2nd Impact: Giant Attack	1997	sfiii2n	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter III 3rd Strike: Fight for the Future	1999	sfiii3n	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Street Fighter: The Movie	1995	sftm	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	neogeo		Street Hoop	1994	strhoop	2	single	8	4	no	no	no	none	no	Data East	Sports	Basketball	other	unknown	unknown	yes	yes
arcade	none		Street Smart	1989	streetsm	2	single	8	3	no	no	no	none	no	SNK	Fighter	Versus Co-op	other	unknown	unknown	yes	yes
arcade	none		Strider	1989	strider	2	single	8	3	no	no	no	none	no	Capcom	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Strider 2	1999	strider2	4	single	8	3	no	no	no	none	no	Capcom	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Strike Fighter	1991	strkfgtr	1	none	none	3	no	yes	no	none	no	SEGA	Shooter	Flying	other	1st Person	unknown	yes	yes
arcade	none		Strike Force	1991	strkforc	2	single	8	3	no	no	no	none	no	Midway	Shooter	Flying	other	unknown	unknown	yes	yes
arcade	none		Strikers 1945	1995	s1945	2	single	8	3	no	no	no	none	yes	Psikyo	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Strikers 1945 2	1997	s1945ii	2	single	8	2	no	no	no	none	yes	Psikyo	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Strikers 1945 3	1999	s1945iii	2	single	8	3	no	no	no	none	yes	Psikyo	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	neogeo		Strikers 1945 Plus	1999	s1945p	2	single	8	4	no	no	no	none	no	Psikyo	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Subroc-3D	1982	subroc3d	1	single	8	1	no	no	no	none	no	SEGA	Shooter	Flying	other	1st Person	unknown	yes	yes
arcade	none		Sunset Riders	1991	ssridersabd	2	single	8	2	no	no	no	none	no	Konami	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Super Bagman	1984	sbagman	2	single	4	2	no	no	no	none	yes	Other	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Super Chase: Criminal Termination	1992	superchs	1	none	none	3	no	no	no	pedal/paddle	no	Taito	Driving	other	other	1st Person	unknown	yes	yes
arcade	none		Super Cobra	1981	scobra	2	single	8	2	no	no	no	none	yes	Konami	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Super Contra	1988	scontra	2	single	8	2	no	no	no	none	yes	Konami	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	neogeo		Super Dodge Ball	1996	sdodgeb	2	single	8	4	no	no	no	none	no	Technos Japan	Sports	Dodgeball	other	unknown	unknown	yes	yes
arcade	none		Super Gem Fighter Mini Mix	1997	sgemf	2	single	8	3	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Super Hang-On	1987	shangon	1	none	none	1	no	no	no	pedal/paddle	no	SEGA	Driving	Motorbike	other	unknown	unknown	yes	yes
arcade	none		Super Monaco GP	1989	smgp	1	none	none	2	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	1st Person	unknown	yes	yes
arcade	none		Super Pac-Man	1982	superpac	2	single	4	1	no	no	no	none	yes	Namco	Maze	Collect	other	unknown	unknown	yes	yes
arcade	none		Super Pang	1990	spang	2	single	4	2	no	no	no	none	no	Mitchell	Shooter	other	Puzzle	unknown	unknown	yes	yes
arcade	none		Super Punch-Out!!	1984	spnchout	1	single	4	4	no	no	no	none	no	Nintendo	Sports	Boxing	Versus	unknown	unknown	yes	yes
arcade	none		Super Puzzle Fighter II Turbo	1996	spf2t	2	single	8	2	no	no	no	none	no	Capcom	Puzzle	Drop	other	unknown	unknown	yes	yes
arcade	none		Super Qix	1987	sqix	2	single	4	2	no	no	no	none	yes	Kaneko	Puzzle	Outline	other	unknown	unknown	yes	yes
arcade	neogeo		Super Sidekicks 3: The Next Glory	1995	ssideki3	2	single	8	4	no	no	no	none	no	SNK	Sports	Soccer	other	unknown	unknown	yes	yes
arcade	none		Super Space Invaders '91	1990	ssi	2	single	8	2	no	no	no	none	yes	Taito	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Super Spacefortress Macross	1992	macross	2	single	8	2	no	no	no	none	yes	Banpresto	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Super Spacefortress Macross 2	1993	macross2	2	single	8	2	no	no	no	none	no	Banpresto	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Super Sprint	1986	ssprint	3	none	none	0	no	no	no	pedal/dial	no	Atari	Driving	Race Track	other	Aerial	unknown	yes	yes
arcade	neogeo		Super Spy, The	1990	superspy	2	single	8	4	no	no	no	none	no	SNK	Fighter	Beat Em Up	other	unknown	unknown	yes	yes
arcade	none		Super Street Fighter 2: The New Challengers	1993	ssf2	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Super Street Fighter II Turbo	1994	ssf2t	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Super Street Fighter II X: Grand Master Challenge	1994	ssf2xj	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Super Zaxxon	1982	szaxxon	2	single	8	1	no	no	no	none	yes	SEGA	Shooter	Flying	other	Diagonal	unknown	yes	yes
arcade	none		Superman	1988	superman	2	single	8	2	no	no	no	none	no	Taito	Fighter	Beat Em Up	other	unknown	2D	yes	yes
arcade	none		Swimmer	1982	swimmer	2	single	8	1	no	no	no	none	no	Tehkan	Sports	Swimming	other	unknown	unknown	yes	yes
arcade	none		T.N.K 3	1985	tnk3	2	single	8	2	no	no	no	positional	yes	SNK	Shooter	Driving	other	Vertical	unknown	yes	yes
arcade	none		Tac/Scan	1982	tacscan	1	none	none	2	no	no	no	dial	yes	SEGA	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Tank Force	1991	tankfrce	2	single	8	3	no	no	no	none	no	Namco	Maze	Shooter	other	unknown	unknown	yes	yes
arcade	none		Tapper	1983	tapper	2	single	4	1	no	no	no	none	no	Midway	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Task Force Harrier	1989	tharrier	2	single	8	3	no	no	no	none	yes	UPL	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Tattoo Assassins	1994	tattass	2	single	8	6	no	no	no	none	no	Data East	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Tecmo Bowl	1987	tbowl	4	single	8	2	no	no	no	none	no	Tecmo	Sports	Football	other	unknown	unknown	yes	yes
arcade	none		TeddyBoy Blues	1985	teddybb	2	single	8	2	no	no	no	none	no	SEGA	Platform	Shooter	other	unknown	unknown	yes	yes
arcade	none		Teenage Mutant Ninja Turtles	1989	tmnt2po	2	single	8	2	no	no	no	none	no	Konami	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Teenage Mutant Ninja Turtles: Turtles in Time	1991	tmnt22pu	2	single	8	2	no	no	no	none	no	Konami	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Tehkan World Cup	1985	tehkanwc	2	single	8	1	no	no	yes	none	no	Tehkan	Sports	Soccer	other	unknown	unknown	yes	yes
arcade	none		Tekken	1994	tekken	2	single	8	4	no	no	no	none	no	Namco	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Tekken 2 Ver.B	1996	tekken2	2	single	8	4	no	no	no	none	no	Namco	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Tekken 3	1996	tekken3	2	single	8	6	no	no	no	none	no	Namco	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Tekken Tag Tournament	1999	tektagt	2	single	8	6	no	no	no	none	no	Namco	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Tempest	1980	tempest	2	none	none	2	no	no	no	dial	yes	Atari	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Tengai	1996	tengai	2	single	8	3	no	no	no	none	no	Psikyo	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Terminator 2: Judgment Day	1991	term2	2	none	none	2	no	yes	no	none	no	Midway	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Terra Cresta	1985	terracre	2	single	8	2	no	no	no	none	yes	Nichibutsu	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Terra Force	1987	terraf	2	single	8	3	no	no	no	none	no	Nichibutsu	Shooter	Flying	other	unknown	unknown	yes	yes
arcade	none		Tetris	1988	atetris	2	single	3 (half4)	1	no	no	no	none	no	Atari	Puzzle	Drop	other	unknown	unknown	yes	yes
arcade	none		Tetris The Absolute: The Grand Master 2 Plus	2000	tgm2p	2	single	4	3	no	no	no	none	no	Other	Puzzle	Drop	other	unknown	unknown	yes	yes
arcade	neogeo		Thrash Rally	1991	trally	2	single	8	4	no	no	no	none	no	Alpha Denshi	Driving	Race	other	unknown	unknown	yes	yes
arcade	none		Three Wonders	1991	3wonders	2	single	8	3	no	no	no	none	no	Capcom	other	Compilation	Shooter	unknown	unknown	yes	yes
arcade	none		Thunder Blade	1987	thndrbld	1	none	none	2	no	yes	no	none	no	SEGA	Shooter	Flying	other	unknown	unknown	yes	yes
arcade	none		Thunder Fox	1990	thundfox	2	single	8	3	no	no	no	none	no	Taito	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		ThunderJaws	1990	thunderj	2	single	8	2	no	no	no	none	no	Atari	Shooter	other	other	Horizontal	unknown	yes	yes
arcade	none		Thundercade	1987	tndrcade	2	single	8	2	no	no	no	none	yes	Taito	Shooter	Driving	other	Vertical	unknown	yes	yes
arcade	none		Tiger Road	1987	tigeroad	2	single	8	2	no	no	no	none	no	Capcom	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Tiger-Heli	1985	tigerh	2	single	8	2	no	no	no	none	yes	Toaplan	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Timber	1984	timber	2	single	4	2	no	no	no	none	no	Midway	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Time Crisis	1995	timecris	1	none	none	2	yes	no	no	none	no	Namco	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Time Killers	1992	timekill	2	single	8	5	no	no	no	none	no	Incredible Technologies	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Time Pilot	1982	timeplt	2	single	8	1	no	no	no	none	yes	Konami	Shooter	Field	other	unknown	unknown	yes	yes
arcade	none		Time Pilot '84	1984	tp84	2	single	8	2	no	no	no	none	yes	Konami	Shooter	Field	other	unknown	unknown	yes	yes
arcade	none		Time Soldiers	1987	timesold	2	single	8	2	no	no	no	positional	yes	Alpha Denshi	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	none		Toki	1990	tokib	2	single	8	2	no	no	no	none	no	Other	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Tokio	1986	tokio	2	single	8	2	no	no	no	none	yes	Taito	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Toobin'	1988	toobin	2	none	none	5	no	no	no	none	yes	Atari	Sports	other	other	unknown	unknown	yes	yes
arcade	neogeo		Top Hunter: Roddy & Cathy	1994	tophuntr	2	single	8	4	no	no	no	none	no	SNK	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Total Carnage	1992	totcarn	2	twin	8	0	no	no	no	none	no	Midway	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	none		Track & Field	1983	trackfld	4	none	none	3	no	no	no	none	no	Konami	Sports	Track & Field	other	unknown	unknown	yes	yes
arcade	none		Traverse USA	1983	travrusa	2	single	2	2	no	no	no	none	yes	Irem	Driving	Motorbike	other	unknown	unknown	yes	yes
arcade	none		Trog	1990	trog	4	single	4	1	no	no	no	none	no	Midway	Maze	Collect	other	unknown	unknown	yes	yes
arcade	none		Trojan	1986	trojan	2	single	8	2	no	no	no	none	no	Capcom	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Tron	1982	tron	2	single	8	1	no	no	no	dial	yes	Midway	other	Mini-Games	other	unknown	unknown	yes	yes
arcade	none		Tropical Angel	1983	troangel	2	single	2	2	no	no	no	none	no	Irem	Sports	Skiing	other	unknown	unknown	yes	yes
arcade	none		Truxton	1988	truxton	2	single	8	2	no	no	no	none	yes	Toaplan	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Truxton 2	1992	truxton2	2	single	8	3	no	no	no	none	yes	Toaplan	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Tumble Pop	1991	tumblep	2	single	8	2	no	no	no	none	no	Data East	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Turbo	1981	turbo	1	none	none	3	no	no	no	dial	yes	SEGA	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Turbo Out Run	1989	toutrun3	1	none	none	2	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Turkey Shoot	1984	tshoot	1	none	none	3	no	yes	no	none	no	Williams	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Tutankham	1982	tutankhm	2	twin	2	2	no	no	no	none	yes	Konami	Maze	Shooter	other	unknown	unknown	yes	yes
arcade	none		Twin Cobra	1987	twincobr	2	single	8	2	no	no	no	none	yes	Toaplan	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Twin Eagle 2: The Rescue Mission	1994	twineag2	2	single	8	3	no	no	no	none	yes	Other	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Twin Eagle: Revenge Joe's Brother	1988	twineagl	2	single	8	2	no	no	no	none	yes	Taito	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Two Crude	1990	twocrude	2	single	8	3	no	no	no	none	no	Data East	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		U.N. Squadron	1989	unsquad	2	single	8	3	no	no	no	none	no	Capcom	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		US AAF Mustang	1990	mustang	2	single	8	2	no	no	no	none	no	UPL	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Ultimate Mortal Kombat 3	1994	umk3	2	single	8	6	no	no	no	none	no	Midway	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Ultra X Weapons	1995	ultrax	2	single	8	3	no	no	no	none	yes	Banpresto	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Undercover Cops	1992	uccops	3	single	8	2	no	no	no	none	no	Irem	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Up'n Down	1983	upndown	2	single	8	1	no	no	no	none	yes	SEGA	Maze	Driving	other	unknown	unknown	yes	yes
arcade	none		Vampire Savior 2: The Lord of Vampire	1997	vsav2	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Vampire Savior: The Lord of Vampire	1997	vsav	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Vanguard	1981	vanguard	2	single	8	4	no	no	no	none	yes	SNK	Shooter	Flying	other	unknown	unknown	yes	yes
arcade	none		Vapor Trail: Hyper Offence Formation	1989	vaportrau	2	single	8	2	no	no	no	none	yes	Data East	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Varth: Operation Thunderstorm	1992	varth	2	single	8	3	no	no	no	none	yes	Capcom	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Vasara	2000	vasara	2	single	8	3	no	no	no	none	yes	Visco	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Vasara 2	2001	vasara2	2	single	8	3	no	no	no	none	yes	Visco	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Vendetta	1991	vendetta2pw	2	single	8	2	no	no	no	none	no	Konami	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Victory Road	1986	victroad	2	single	8	2	no	no	no	positional	yes	SNK	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	neogeo		Viewpoint	1992	viewpoin	2	single	8	4	no	no	no	none	no	Sammy	Shooter	Flying	other	Diagonal	unknown	yes	yes
arcade	none		Vigilante	1988	vigilanto	2	single	8	2	no	no	no	none	no	Irem	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Vimana	1991	vimana	2	single	8	2	no	no	no	none	yes	Toaplan	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Vindicators	1988	vindictr	2	twin	vertical2	4	no	no	no	none	no	Atari	Shooter	Driving	other	Vertical	unknown	yes	yes
arcade	none		Violent Storm	1993	viostorm	4	single	8	3	no	no	no	none	no	Konami	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Viper Phase 1	1995	viprp1	2	single	8	3	no	no	no	none	yes	Seibu Kaihatsu	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Virtua Fighter	1993	vf	2	single	8	3	no	no	no	none	no	SEGA	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	model2		Virtua Fighter 2	1994	vf2	2	single	8	3	no	no	no	none	no	SEGA	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Virtua Racing	1992	vr	1	none	none	6	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	1st Person	unknown	yes	yes
arcade	none		Vulgus	1984	vulgus	2	single	8	2	no	no	no	none	yes	Capcom	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		WEC Le Mans 24	1986	wecleman	1	none	none	2	no	no	no	pedal/paddle	no	Konami	Driving	Race	other	3rd Person	unknown	yes	yes
