System	SubSystem	Emulator	Name	Year	ROM	Players	Joystick	Ways	Buttons	LightGun	Stick	TrackBall	Other Input	Vertical	Manufacturer	Genre	SubGenre	Sub2Genre	CameraGenre	GraphicsGenre	FWA MAX 2 	FUA
arcade	none		Moon Patrol	1982	mpatrol	2	single	2	2	no	no	no	none	no	Irem	Shooter	Driving	other	Horizontal	unknown	yes	yes
arcade	none		Mortal Kombat	1992	mk	2	single	8	6	no	no	no	none	no	Midway	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Mortal Kombat 2	1993	mk2	2	single	8	6	no	no	no	none	no	Midway	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Mortal Kombat 3	1994	mk3	2	single	8	6	no	no	no	none	no	Midway	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Mortal Kombat 4	1997	mk4	2	single	8	6	no	no	no	none	no	Midway	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Mr. Do!	1982	mrdo	2	single	4	1	no	no	no	none	yes	Universal	Maze	Digging	other	unknown	unknown	yes	yes
arcade	none		Mr. Do's Castle	1983	docastle	2	single	4	2	no	no	no	none	yes	Universal	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Mr. Do's Wild Ride	1984	dowild	2	single	4	2	no	no	no	none	no	Universal	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Mr. Driller	1999	mrdrillr	2	single	4	6	no	no	no	none	no	Namco	Puzzle	other	other	unknown	unknown	yes	yes
arcade	none		Ms. Pac-Man	1981	mspacman	2	single	4	0	no	no	no	none	yes	Midway	Maze	Collect	other	unknown	unknown	yes	yes
arcade	none		Muchi Muchi Pork!	2007	mmpork	2	single	8	4	no	no	no	none	yes	Cave	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Mushihime-Sama	2004	mushisam	2	single	8	4	no	no	no	none	yes	Cave	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Mushihime-Sama Futari Ver 1.0	2006	futari10	2	single	8	4	no	no	no	none	yes	Cave	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Mutant Fighter	1991	mutantf	2	single	8	2	no	no	no	none	no	Data East	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	neogeo		Mutation Nation	1992	mutnat	2	single	8	4	no	no	no	none	no	SNK	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		My Hero	1985	myhero	2	single	8	2	no	no	no	none	no	SEGA	Fighter	Beat Em Up	other	unknown	2D	yes	yes
arcade	none		Mystic Riders	1992	mysticri	2	single	8	2	no	no	no	none	no	Irem	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Mystic Warriors	1993	mystwarr	4	single	8	3	no	no	no	none	no	Konami	Fighter	Beat Em Up	other	unknown	2D	yes	yes
arcade	neogeo		NAM-1975	1990	nam1975	2	single	8	4	no	no	no	none	no	SNK	Shooter	other	other	3rd Person	unknown	yes	yes
arcade	none		NBA Hangtime	1996	nbahangt	4	single	8	3	no	no	no	none	no	Midway	Sports	Basketball	other	unknown	unknown	yes	yes
arcade	none		NBA Jam	1993	nbajam	4	single	8	3	no	no	no	none	no	Midway	Sports	Basketball	other	unknown	unknown	yes	yes
arcade	none		NBA Jam TE	1994	nbajamte	4	single	8	3	no	no	no	none	no	Midway	Sports	Basketball	other	unknown	unknown	yes	yes
arcade	none		NBA Maximum Hangtime	1996	nbamht	4	single	8	3	no	no	no	none	no	Midway	Sports	Basketball	other	unknown	unknown	yes	yes
arcade	none		NFL Blitz	1997	blitz	2	single	8	3	no	yes	no	none	no	Midway	Sports	Football	other	unknown	unknown	yes	yes
arcade	none		NFL Blitz '99	1998	blitz99	4	single	8	3	no	yes	no	none	no	Midway	Sports	Football	other	unknown	unknown	yes	yes
arcade	none		NFL Blitz 2000 Gold Edition	1999	blitz2k	4	single	8	3	no	yes	no	none	no	Midway	Sports	Football	other	unknown	unknown	yes	yes
arcade	none		Narc	1988	narc	2	single	8	4	no	no	no	none	no	Williams	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Naughty Boy	1982	naughtyb	2	single	4	1	no	no	no	none	yes	Jaleco	Maze	Shooter	other	unknown	unknown	yes	yes
arcade	none		Nebulas Ray	1994	nebulray	4	single	8	3	no	no	no	none	yes	Namco	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Nemo	1990	nemo	2	single	8	3	no	no	no	none	no	Capcom	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	neogeo		Neo Drift Out: New Technology	1996	neodrift	2	single	8	4	no	no	no	none	no	Visco	Driving	Race	other	unknown	unknown	yes	yes
arcade	neogeo		Neo Turf Masters	1996	turfmast	2	single	8	4	no	no	no	none	no	Nazca	Sports	Golf	other	unknown	unknown	yes	yes
arcade	none		New Rally X	1981	nrallyx	2	single	4	1	no	no	no	none	no	Namco	Maze	Driving	other	unknown	unknown	yes	yes
arcade	none		New Zero Team	1997	nzeroteam	2	single	8	3	no	no	no	none	no	Seibu Kaihatsu	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		NewZealand Story, The	1988	tnzs	2	single	8	2	no	no	no	none	no	Taito	Platform	Run, Jump &	Shooter	Scrolling	unknown	yes	yes
arcade	none		Nibbler	1982	nibbler	2	single	4	0	no	no	no	none	yes	Other	Maze	Collect	other	unknown	unknown	yes	yes
arcade	none		Night Slashers	1994	nslashers	3	single	8	3	no	no	no	none	no	Data East	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Night Striker	1989	nightstr	1	single	8	2	no	yes	no	none	no	Taito	Shooter	Flying	Driving	3rd Person	unknown	yes	yes
arcade	none		Night Warriors: Darkstalkers' Revenge	1995	nwarr	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	neogeo		Nightmare in the Dark	2000	nitd	2	single	8	4	no	no	no	none	no	Other	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Ninja Baseball Bat Man	1993	nbbatman	4	single	8	2	no	no	no	none	no	Irem	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	neogeo		Ninja Combat	1990	ncombat	2	single	8	4	no	no	no	none	no	Alpha Denshi	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	neogeo		Ninja Commando	1992	ncommand	2	single	8	4	no	no	no	none	no	Alpha Denshi	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	none		Ninja Gaiden	1988	gaiden	2	single	8	3	no	no	no	none	no	Tecmo	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Ninja Kazan	1988	kazan	2	single	8	2	no	no	no	none	no	Jaleco	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Ninja Kids, The	1990	ninjak	4	single	8	2	no	no	no	none	no	Taito	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	neogeo		Ninja Master's: Haoh-ninpo-cho	1996	ninjamas	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Ninja Spirit	1988	nspirit	2	single	8	4	no	no	no	none	no	Irem	Fighter	Beat Em Up	other	unknown	2D	yes	yes
arcade	none		Ninja Warriors, The	1987	ninjaw	2	single	8	2	no	no	no	none	no	Taito	Fighter	Beat Em Up	other	unknown	2D	yes	yes
arcade	none		Ninja-Kid 2	1987	ninjakd2	2	single	8	2	no	no	no	none	no	UPL	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Nitro Ball	1992	nitrobal	3	single	8	2	no	no	no	none	yes	Data East	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	none		Operation Thunderbolt	1988	othunder	2	none	none	2	no	yes	no	none	no	Taito	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Operation Wolf	1987	opwolf	1	none	none	2	yes	no	no	none	no	Taito	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Operation Wolf 3	1994	opwolf3	2	none	none	2	yes	no	no	none	no	Taito	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Ordyne	1988	ordyne	2	single	8	3	no	no	no	none	no	Namco	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Oriental Legend	1997	orlegend	4	single	8	4	no	no	no	none	no	IGS	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Osman	1996	osman	2	single	8	3	no	no	no	none	no	Mitchell	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Out Run	1986	outrun	1	none	none	1	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Out Zone	1990	outzone	2	single	8	3	no	no	no	none	yes	Toaplan	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	none		OutRunners	1992	orunners	2	none	none	5	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Outfoxies, The	1994	outfxies	4	single	8	3	no	no	no	none	no	Namco	Platform	Fighter	other	unknown	unknown	yes	yes
arcade	none		P-47 Aces	1995	p47aces	2	single	8	5	no	no	no	none	no	Jaleco	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		P-47: The Phantom Fighter	1988	p47	2	single	8	2	no	no	no	none	no	Jaleco	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		P.O.W.: Prisoners of War	1988	pow	2	single	8	3	no	no	no	none	no	SNK	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Pac & Pal	1983	pacnpal	2	single	4	1	no	no	no	none	yes	Namco	Maze	Collect	other	unknown	unknown	yes	yes
arcade	none		Pac-Land	1984	pacland	2	none	none	3	no	no	no	none	no	Namco	Platform	Run, Jump &	other	Scrolling	unknown	yes	yes
arcade	none		Pac-Man	1980	pacman	2	single	4	0	no	no	no	none	yes	Namco	Maze	Collect	other	unknown	unknown	yes	yes
arcade	none		Pac-Mania	1987	pacmania	2	single	8	3	no	no	no	none	yes	Namco	Maze	Collect	other	unknown	unknown	yes	yes
arcade	none		Pang	1989	pang	2	single	4	2	no	no	no	none	no	Mitchell	Shooter	other	Puzzle	unknown	unknown	yes	yes
arcade	none		Paperboy	1984	paperboy	1	none	none	2	no	yes	no	none	no	Atari	Maze	Driving	other	unknown	unknown	yes	yes
arcade	none		Parodius DA!	1990	parodius	2	single	8	3	no	no	no	none	no	Konami	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Pengo	1982	pengo	2	single	4	1	no	no	no	none	yes	SEGA	Maze	Move and Sort	other	unknown	unknown	yes	yes
arcade	none		Peter Pack Rat	1984	peterpak	1	single	8	2	no	no	no	none	no	Atari	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Phelios	1988	phelios	2	single	8	3	no	no	no	none	yes	Namco	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Phoenix	1980	phoenix	2	single	2	2	no	no	no	none	yes	Other	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Pink Sweets: Ibara Sorekara	2006	pinkswts	2	single	8	4	no	no	no	none	yes	Cave	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Pirate Ship Higemaru	1984	higemaru	2	single	4	1	no	no	no	none	no	Capcom	Maze	Collect	other	unknown	unknown	yes	yes
arcade	none		Pirates	1994	pirates	2	single	8	3	no	no	no	none	no	Other	Shooter	other	other	3rd Person	unknown	yes	yes
arcade	none		Pit Fighter	1990	pitfight	3	single	8	3	no	no	no	none	no	Atari	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Pitfall 2	1985	pitfall2	2	single	8	2	no	no	no	none	no	SEGA	Platform	Run, Jump &	other	Scrolling	unknown	yes	yes
arcade	none		Pleiads	1981	pleiads	2	single	2	1	no	no	no	none	yes	Tehkan	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Point Blank	1994	ptblank	2	none	none	1	yes	no	no	none	no	Namco	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Pole Position	1982	polepos	1	none	none	1	no	no	no	pedal/dial	no	Namco	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Pole Position 2	1983	polepos2	1	none	none	1	no	no	no	pedal/dial	no	Namco	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Pooyan	1982	pooyan	2	single	vertical2	1	no	no	no	none	yes	Konami	Shooter	other	other	3rd Person	unknown	yes	yes
arcade	none		Popeye	1982	popeye	2	single	4	1	no	no	no	none	no	Nintendo	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Pound for Pound	1990	poundfor	2	none	none	2	no	no	yes	none	yes	Irem	Sports	Boxing	Versus	unknown	unknown	yes	yes
arcade	none		Power Drift	1988	pdrift	1	none	none	1	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	neogeo		Prehistoric Isle 2	1999	preisle2	2	single	8	4	no	no	no	none	no	Other	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Prehistoric Isle in 1930	1989	prehisle	2	single	8	3	no	no	no	none	no	SNK	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Pretty Soldier Sailor Moon	1995	sailormn	2	single	8	3	no	no	no	none	no	Banpresto	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Primal Rage	1994	primrage	2	single	8	4	no	no	no	none	no	Atari	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Progear	2001	progear	2	single	8	3	no	no	no	none	no	Cave	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Psychic 5	1987	psychic5	2	single	8	2	no	no	no	none	yes	Jaleco	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Psycho Soldier	1987	psychos	2	single	8	2	no	no	no	none	no	SNK	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Psycho-Nics Oscar	1987	oscar	2	single	8	3	no	no	no	none	no	Data East	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	neogeo		Pulstar	1995	pulstar	2	single	8	4	no	no	no	none	no	Other	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Punch-Out!!	1984	punchout	1	single	4	3	no	no	no	none	no	Nintendo	Sports	Boxing	Versus	unknown	unknown	yes	yes
arcade	none		Punisher, The	1993	punisher	2	single	8	2	no	no	no	none	no	Capcom	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Puzzle Bobble	1994	pbobble	4	single	8	3	no	no	no	none	no	Taito	Puzzle	Toss	other	unknown	unknown	yes	yes
arcade	none		Puzzle Bobble 2	1995	pbobble2	4	single	8	4	no	no	no	dial	no	Taito	Puzzle	Toss	other	unknown	unknown	yes	yes
arcade	none		Puzzle Bobble 3	1996	pbobble3	4	single	8	4	no	no	no	dial	no	Taito	Puzzle	Toss	other	unknown	unknown	yes	yes
arcade	none		Puzzle Bobble 4	1997	pbobble4	4	single	8	4	no	no	no	dial	no	Taito	Puzzle	Toss	other	unknown	unknown	yes	yes
arcade	none		Puzzli 2	1999	puzzli2	4	single	8	4	no	no	no	none	no	IGS	Puzzle	Drop	other	unknown	unknown	yes	yes
arcade	none		Q*bert	1982	qbert	2	single	8	0	no	no	no	none	yes	Gottlieb	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Qix	1981	qix	2	single	4	2	no	no	no	none	yes	Taito	Puzzle	Outline	other	unknown	unknown	yes	yes
arcade	none		Quartet 2	1986	quartet2	2	single	8	3	no	no	no	none	no	SEGA	Maze	Shooter	other	unknown	unknown	yes	yes
arcade	none		R-Type	1987	rtype	2	single	8	4	no	no	no	none	no	Irem	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		R-Type 2	1989	rtype2	2	single	8	4	no	no	no	none	no	Irem	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		R-Type Leo	1992	rtypeleo	2	single	8	2	no	no	no	none	no	Irem	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Rabbit Punch	1987	rpunch	2	single	8	2	no	no	no	none	no	Video System	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Race Drivin'	1990	racedriv	1	none	none	0	no	yes	no	pedal/paddle	no	Atari	Driving	other	other	1st Person	unknown	yes	yes
arcade	none		Rack 'em Up	1987	rackemup	2	single	8	2	no	no	no	none	yes	Konami	Sports	Pool	other	unknown	unknown	yes	yes
arcade	none		Rad Mobile	1990	radm	1	none	none	2	no	no	no	pedal/paddle	no	SEGA	Driving	other	other	1st Person	unknown	yes	yes
arcade	none		Radar Scope	1980	radarscp	2	single	2	1	no	no	no	none	yes	Nintendo	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Radiant Silvergun	1998	rsgun	4	single	8	4	no	no	no	none	no	Other	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	neogeo		Rage of the Dragons	2002	rotd	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Raiden	1990	raiden	2	single	8	2	no	no	no	none	yes	Seibu Kaihatsu	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Raiden DX	1994	raidendx	2	single	8	3	no	no	no	none	yes	Seibu Kaihatsu	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Raiden Fighters	1996	rdft	2	single	8	3	no	no	no	none	yes	Seibu Kaihatsu	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Raiden Fighters 2: Operation Hell Dive	1997	rdft2	2	single	8	2	no	no	no	none	yes	Seibu Kaihatsu	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Raiden Fighters Jet	1998	rfjet	2	single	8	2	no	no	no	none	yes	Seibu Kaihatsu	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Rainbow Islands	1987	rbisland	2	single	2	2	no	no	no	none	no	Taito	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Rally Bike	1988	rallybik	2	single	8	2	no	no	no	none	yes	Toaplan	Driving	Motorbike	other	unknown	unknown	yes	yes
arcade	none		Rally X	1980	rallyx	2	single	4	1	no	no	no	none	no	Namco	Maze	Driving	other	unknown	unknown	yes	yes
arcade	none		Rambo 3	1989	rambo3	2	single	8	2	no	no	yes	none	no	Taito	Shooter	other	other	3rd Person	unknown	yes	yes
arcade	none		Rampage	1986	rampage	3	single	8	2	no	no	no	none	no	Midway	Platform	Fighter	other	unknown	unknown	yes	yes
arcade	none		Rampage: World Tour	1997	rmpgwt	3	single	8	3	no	no	no	none	no	Midway	Platform	Fighter	other	unknown	unknown	yes	yes
arcade	none		Rampart	1990	rampart2p	3	single	8	2	no	no	no	none	no	Atari	Shooter	Command	other	unknown	unknown	yes	yes
arcade	none		Rapid Hero	1994	raphero	2	single	8	3	no	no	no	none	yes	NMK	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	none		Rastan Saga	1987	rastsaga	2	single	8	2	no	no	no	none	no	Taito	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		Rave Racer	1995	raveracw	1	none	none	9	no	no	no	pedal/paddle	no	Namco	Driving	other	other	1st Person	unknown	yes	yes
arcade	neogeo		Real Bout Fatal Fury Special	1996	rbffspec	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Real Ghostbusters, The	1987	ghostb	2	single	8	2	no	no	no	none	no	Data East	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	none		Red Earth	1996	redearth	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus Co-op	other	unknown	unknown	yes	yes
arcade	none		Renegade	1986	renegade	2	single	8	3	no	no	no	none	no	Technos Japan	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Return of the Jedi	1984	jedi	1	none	none	3	no	yes	no	none	no	Atari	Shooter	Driving	other	Diagonal	unknown	yes	yes
arcade	none		Revolution X	1994	revx	3	none	none	2	no	yes	no	none	no	Midway	Shooter	Gunner	other	1st Person	unknown	yes	yes
arcade	none		Rezon	1991	rezon	2	single	8	3	no	no	no	none	no	Other	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	none		Ridge Racer	1993	ridgerac	1	single	8	3	no	no	no	pedal/paddle	no	Namco	Driving	other	other	1st Person	unknown	yes	yes
arcade	none		Ridge Racer 2	1994	ridgera2	1	single	8	3	no	no	no	pedal/paddle	no	Namco	Driving	other	other	1st Person	unknown	yes	yes
arcade	none		Ring of Destruction: Slammasters 2	1994	ringdest	2	single	8	6	no	no	no	none	no	Capcom	Sports	Wrestling	Versus	unknown	unknown	yes	yes
arcade	none		Riot	1992	riot	2	single	8	3	no	no	no	none	no	NMK	Shooter	other	other	3rd Person	unknown	yes	yes
arcade	none		Riot City	1991	riotcity	2	single	8	3	no	no	no	none	no	SEGA	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Rival Schools: United By Fate	1997	rvschool	2	single	8	6	no	no	no	none	no	Capcom	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Road Blasters	1987	roadblst	1	none	none	3	no	yes	no	pedal	no	Atari	Shooter	Driving	other	3rd Person	unknown	yes	yes
arcade	none		Road Fighter	1984	roadf	2	single	8	2	no	no	no	none	yes	Konami	Driving	Race	other	unknown	unknown	yes	yes
arcade	none		Road Runner	1985	roadrunn	1	none	none	2	no	yes	no	none	no	Atari	Platform	Run, Jump &	other	Scrolling	unknown	yes	yes
arcade	neogeo		Robo Army	1991	roboarmy	2	single	8	4	no	no	no	none	no	SNK	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Robocop	1988	robocop	2	single	8	2	no	no	no	none	no	Data East	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Robocop 2	1991	robocop2	2	single	8	3	no	no	no	none	no	Data East	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		Robotron: 2084	1982	robotron	1	twin	8	0	no	no	no	none	no	Williams	Shooter	Field	other	unknown	unknown	yes	yes
arcade	none		Roc'n Rope	1983	rocnrope	2	single	4	2	no	no	no	none	yes	Konami	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Rod-Land	1990	rodland	2	single	8	2	no	no	no	none	no	Jaleco	Platform	Run Jump	other	unknown	unknown	yes	yes
arcade	none		Rohga Armor Force	1991	rohga	2	single	8	3	no	no	no	none	no	Data East	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Rolling Thunder	1986	rthunder	2	single	4	2	no	no	no	none	no	Namco	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Rolling Thunder 2	1990	rthun2	2	single	8	3	no	no	no	none	no	Namco	Platform	Shooter	other	Scrolling	unknown	yes	yes
arcade	none		Run & Gun	1993	rungun	4	single	8	3	no	no	no	none	no	Konami	Sports	Basketball	other	unknown	unknown	yes	yes
arcade	none		Run & Gun 2	1996	rungun2	4	single	8	3	no	no	no	none	no	Konami	Sports	Basketball	other	unknown	unknown	yes	yes
arcade	none		Rygar	1986	rygar	2	single	8	2	no	no	no	none	no	Tecmo	Platform	Fighter	other	Scrolling	unknown	yes	yes
arcade	none		S.P.Y.: Special Project Y	1989	spy	2	single	8	2	no	no	no	none	no	Konami	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	none		S.T.U.N. Runner	1989	stunrun	1	none	none	2	no	yes	no	none	no	Atari	Shooter	Driving	other	3rd Person	unknown	yes	yes
arcade	none		S.V.G.: Spectral vs Generation	2005	svg	4	single	8	4	no	no	no	none	no	IGS	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		SAR: Search & Rescue	1989	searchar	2	single	8	2	no	no	no	positional	yes	SNK	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	none		SDI: Strategic Defense Initiative	1987	sdi	2	single	8	1	no	no	yes	none	no	SEGA	Shooter	Command	other	unknown	unknown	yes	yes
arcade	neogeo		SNK vs. Capcom: SVC Chaos	2003	svc	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		SWAT Police	2001	swatpolc	2	single	8	3	no	no	no	none	no	Other	Shooter	other	other	3rd Person	unknown	yes	yes
arcade	none		Salamander	1986	salamand	2	single	8	2	no	no	no	none	no	Konami	Shooter	Flying	other	unknown	unknown	yes	yes
arcade	none		Salamander 2	1996	salmndr2	4	single	8	3	no	no	no	none	no	Konami	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	neogeo		Samurai Shodown	1993	samsho	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	neogeo		Samurai Shodown 2	1994	samsho2	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	neogeo		Samurai Shodown 3	1995	samsho3	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	neogeo		Samurai Shodown 4: Amakusa's Revenge	1996	samsho4	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	neogeo		Samurai Shodown 5	2003	samsho5	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	neogeo		Samurai Shodown V Special	2004	samsh5sp	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		San Francisco Rush	1996	sfrush	1	none	none	13	no	no	no	pedal/paddle	no	Atari	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Satan's Hollow	1981	shollow	2	single	2	2	no	no	no	none	yes	Midway	Shooter	Gallery	other	unknown	unknown	yes	yes
arcade	none		Saturday Night Slam Masters	1993	slammast	4	single	8	3	no	no	no	none	no	Capcom	Sports	Wrestling	Versus	unknown	unknown	yes	yes
arcade	neogeo		Savage Reign	1995	savagere	2	single	8	4	no	no	no	none	no	SNK	Fighter	Versus	other	unknown	unknown	yes	yes
arcade	none		Scramble	1981	scramble	2	single	8	2	no	no	no	none	yes	Konami	Shooter	Flying	other	Horizontal	unknown	yes	yes
arcade	model3		Scud Race Plus	1997	scudp	1	none	none	8	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Sea Fighter Poseidon	1984	sfposeid	2	single	8	2	no	no	no	none	no	Taito	Shooter	other	other	Horizontal	unknown	yes	yes
arcade	none		Section Z	1985	sectionz	2	single	8	2	no	no	no	none	no	Capcom	Shooter	Flying	other	unknown	unknown	yes	yes
arcade	none		Sega Ninja	1985	seganinj	2	single	8	3	no	no	no	none	no	SEGA	Shooter	Walking	other	unknown	unknown	yes	yes
arcade	model3		Sega Rally 2	1998	srally2	1	none	none	8	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	model2		Sega Rally Championship: Twin/DX	1995	srallyc	1	none	none	6	no	no	no	pedal/paddle	no	SEGA	Driving	Race	other	3rd Person	unknown	yes	yes
arcade	none		Sengeki Striker	1997	sengekis	2	single	8	3	no	no	no	none	yes	Kaneko	Shooter	Flying	other	Vertical	unknown	yes	yes
arcade	neogeo		Sengoku	1991	sengoku	2	single	8	4	no	no	no	none	no	SNK	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	neogeo		Sengoku 2	1993	sengoku2	2	single	8	4	no	no	no	none	no	SNK	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
arcade	neogeo		Sengoku 3	2001	sengoku3	2	single	8	4	no	no	no	none	no	SNK	Fighter	Beat Em Up	other	unknown	2.5D	yes	yes
