System	Name	Year	ROM	Players	Joystick	Buttons	LightGun	TrackBall	Other Input	Vertical	Manufacturers	Player Legends 2	Retro Arcade 2 Elites	Other CoinOps
arcade	Hyper Pacman	1995	hyperpac	2	joy8way	3	No	No	none	No	SemiCom	No	No	Yes
arcade	Hyper Sports	1984	hyperspt	4	none	3	No	No	none	No	Konami / Centuri license	Yes	Yes	Yes
arcade	Hyper Street Fighter 2: The Anniversary Edition	2004	hsf2	2	joy8way	6	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	I, Robot	1983	irobot	1	none	2	No	No	stick	No	Atari	No	Yes	Yes
arcade	Ibara Kuro Black Label	2006	ibarablk	2	joy8way	4	No	No	none	Yes	Cave / AMI license	Yes	Yes	Yes
arcade	Ikari 3: The Rescue	1989	ikari3	2	joy8way	3	No	No	positional	No	SNK	Yes	Yes	Yes
arcade	Ikari Warriors	1986	ikari	2	joy8way	2	No	No	positional	Yes	SNK	Yes	Yes	Yes
arcade	Image Fight	1988	imgfight	2	joy8way	4	No	No	none	Yes	Irem	No	No	Yes
arcade	In The Hunt	1993	inthunt	2	joy8way	2	No	No	none	No	Irem	Yes	Yes	Yes
arcade	Indiana Jones & the Temple of Doom	1985	indytemp	1	joy8way	1	No	No	none	No	Atari Games / Atari	Yes	Yes	Yes
arcade	Insector X	1989	insectx	2	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Iron Fortress	1998	ironfort	2	joy8way	2	No	No	none	No	Eolith	No	No	Yes
arcade	Iron Horse	1986	ironhors	2	joy4way	3	No	No	none	No	Konami	Yes	Yes	Yes
arcade	Ironman Ivan Stewart's Super Off-Road Track-Pak	1989	offroadt	3	none	1	No	No	pedal/dial	No	Leland Corporation	Yes	Yes	Yes
arcade	Irritating Maze, The	1997	irrmaze	2	none	2	No	Yes	none	No	SNK / Saurus	No	No	Yes
arcade	J. J. Squawkers	1993	jjsquawk	2	joy8way	3	No	No	none	No	Athena / Able	No	No	Yes
arcade	Jackal	1986	jackal	2	joy8way	2	No	No	none	Yes	Konami	Yes	Yes	Yes
arcade	Jackie Chan in Fists of Fire	1995	jchan2	2	joy8way	4	No	No	none	No	Kaneko	No	No	Yes
arcade	Jackie Chan: The Kung-Fu Master	1995	jchan	2	joy8way	4	No	No	none	No	Kaneko	No	No	Yes
arcade	Jail Break	1986	jailbrek	2	joy8way	2	No	No	none	No	Konami	Yes	Yes	Yes
arcade	JoJo no Kimyou na Bouken: Mirai e no Isan	1999	jojoban	2	joy8way	6	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	JoJo's Venture	1998	jojon	2	joy8way	6	No	No	none	No	Capcom	No	No	Yes
arcade	Joe & Mac Returns	1994	joemacr	2	joy8way	3	No	No	none	No	Data East	No	Yes	Yes
arcade	Journey	1983	journey	2	joy4way	1	No	No	none	Yes	Bally Midway	No	No	Yes
arcade	Joust	1982	joust	2	joy2way	1	No	No	none	No	Williams	Yes	Yes	Yes
arcade	Joust 2: Survival of the Fittest	1986	joust2	2	joy2way	2	No	No	none	Yes	Williams	No	Yes	Yes
arcade	Jr. Pac-Man	1983	jrpacman	2	joy4way	0	No	No	none	Yes	Bally Midway	No	No	Yes
arcade	Judge Dredd	1993	jdreddp	3	joy8way	4	No	No	none	No	Midway	No	No	Yes
arcade	Jump Bug	1981	jumpbug	2	joy8way	1	No	No	none	Yes	Hoei / Rock-Ola license	No	No	Yes
arcade	Jungle King	1982	junglek	2	joy8way	1	No	No	none	No	Taito	Yes	Yes	Yes
arcade	Juno First	1983	junofrst	2	joy8way	3	No	No	none	Yes	Konami	Yes	Yes	Yes
arcade	Jurassic Park	1993	jpark	2	none	1	No	No	stick	No	SEGA	No	No	Yes
arcade	Kabuki-Z	1988	kabukiz	2	joy8way	2	No	No	none	No	Kaneko / Taito	No	No	Yes
arcade	Kageki	1988	kageki	2	joy8way	2	No	No	none	Yes	Kaneko / Taito	Yes	Yes	Yes
arcade	Kaiser Knuckle	1994	kaiserkn	2	joy8way	6	No	No	dial	No	Taito	No	No	Yes
arcade	Kangaroo	1982	kangaroo	2	joy8way	1	No	No	none	Yes	Sun Electronics / Sunsoft	Yes	Yes	Yes
arcade	Karate Blazers	1991	karatblz	4	joy8way	4	No	No	none	No	Video System Co. / Video System	No	No	Yes
arcade	Karate Champ	1984	kchamp	2	doublejoy4way	0	No	No	none	Yes	Data East	Yes	Yes	Yes
arcade	Karate Tournament, The	1992	karatour	2	joy8way	2	No	No	none	No	Mitchell / Mitchell Corporation	No	No	Yes
arcade	Karnov	1987	karnov	2	joy8way	3	No	No	none	No	Data East	Yes	Yes	Yes
arcade	Karnov's Revenge	1994	karnovr	2	joy8way	4	No	No	none	No	Data East / SNK	No	No	Yes
arcade	Ketsui: Kizuna Jigoku Tachi	2002	ket	2	joy8way	3	No	No	none	Yes	Cave / AMI license	Yes	Yes	Yes
arcade	KiKi KaiKai	1986	kikikai	2	joy8way	2	No	No	none	Yes	Taito	No	No	Yes
arcade	Kick & Run	1986	kicknrun	4	joy8way	2	No	No	none	No	Taito	Yes	Yes	Yes
arcade	Kicker	1985	kicker	2	joy4way	2	No	No	none	Yes	Konami	Yes	Yes	Yes
arcade	Kid Niki: Radical Ninja	1986	kidniki	2	joy8way	2	No	No	none	No	Irem	No	No	Yes
arcade	Killer Instinct	1994	kinst	2	joy8way	6	No	No	none	No	Rare / Midway license	Yes	Yes	Yes
arcade	Killer Instinct 2	1996	kinst2	2	joy8way	6	No	No	none	No	Rare / Midway license	Yes	Yes	Yes
arcade	King of Boxer	1985	kingofb	2	joy8way	3	No	No	none	Yes	Woodplace Inc.	No	No	Yes
arcade	King of Dragons, The	1991	kod	3	joy8way	2	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	King of Fighters '94, The	1994	kof94	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	King of Fighters '95, The	1995	kof95	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	King of Fighters '96, The	1996	kof96	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	King of Fighters '97, The	1997	kof97	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	King of Fighters '98, The: The Slugfest	1998	kof98	2	joy8way	4	No	No	none	No	SNK	Yes	Yes	Yes
arcade	King of Fighters '99, The: Millennium Battle	1999	kof99	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	King of Fighters 2000, The	2000	kof2000	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	King of Fighters 2001, The	2001	kof2001	2	joy8way	4	No	No	none	No	Eolith / SNK	No	Yes	Yes
arcade	King of Fighters 2002, The	2002	kof2002	2	joy8way	4	No	No	none	No	Eolith / Playmore	Yes	Yes	Yes
arcade	King of Fighters 2003, The	2003	kof2003	2	joy8way	4	No	No	none	No	SNK Playmore / SNK	No	Yes	Yes
arcade	King of the Monsters	1991	kotm	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	King of the Monsters 2: The Next Thing	1992	kotm2	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	Kingdom Grandprix	1994	kingdmgp	2	joy8way	3	No	No	none	Yes	Raizing / Eighting	No	Yes	Yes
arcade	Kizuna Encounter: Super Tag Battle	1996	kizuna	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	Klax	1989	klax	2	joy4way	1	No	No	none	No	Atari Games / Atari	No	Yes	Yes
arcade	Knights of Valour	1999	kov	4	joy8way	4	No	No	none	No	IGS	Yes	Yes	Yes
arcade	Knights of Valour 2	2000	kov2	4	joy8way	4	No	No	none	No	IGS	Yes	Yes	Yes
arcade	Knights of Valour 3	2011	kov3	4	joy8way	4	No	No	none	No	IGS / Huatong license	No	No	Yes
arcade	Knights of the Round	1991	knights	3	joy8way	2	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Knuckle Bash	1993	kbash	2	joy8way	3	No	No	none	No	Toaplan / Atari	No	No	Yes
arcade	Knuckle Bash 2	1999	kbash2	2	joy8way	3	No	No	none	No	bootleg	No	No	Yes
arcade	Knuckle Joe	1985	kncljoe	2	joy8way	2	No	No	none	No	Seibu Kaihatsu / Taito	Yes	Yes	Yes
arcade	Koutetsu Yousai Strahl	1992	strahl	2	joy8way	2	No	No	none	No	UPL	No	No	Yes
arcade	Krull	1983	krull	1	doublejoy8way	0	No	No	none	Yes	Gottlieb	No	No	Yes
arcade	Kung-Fu Master	1984	kungfum	2	joy8way	2	No	No	none	No	Irem	Yes	Yes	Yes
arcade	Kuri Kinton	1988	kurikint	2	joy8way	2	No	No	none	No	Taito	Yes	Yes	Yes
arcade	Kyros	1987	kyros	2	joy8way	2	No	No	none	Yes	Alpha Denshi Co. / World Games Inc. license	No	No	Yes
arcade	Lady Bug	1981	ladybug	2	joy4way	0	No	No	none	Yes	Universal	Yes	Yes	Yes
arcade	Land Maker	1998	landmakr	4	joy8way	4	No	No	dial	No	Taito	No	No	Yes
arcade	Land Sea Air Squad	1986	lsasquad	2	joy8way	2	No	No	none	Yes	Taito	No	No	Yes
arcade	Laser Ghost	1990	lghost	3	none	2	Yes	No	none	No	SEGA	No	No	Yes
arcade	Last Blade 2, The	1998	lastbld2	2	joy8way	4	No	No	none	No	SNK	Yes	Yes	Yes
arcade	Last Blade, The	1997	lastblad	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	Last Duel	1988	lastduel	2	joy8way	2	No	No	none	Yes	Capcom	Yes	Yes	Yes
arcade	Last Hope	2005	lasthope	2	joy8way	4	No	No	none	No	NG: DEV.TEAM / NG	No	No	Yes
arcade	Last Mission	1986	lastmisn	2	joy8way	3	No	No	none	Yes	Data East	No	No	Yes
arcade	Last Resort	1992	lresort	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	League Bowling	1990	lbowling	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	Legend of Hero Tonma	1989	loht	2	joy8way	4	No	No	none	No	Irem	Yes	Yes	Yes
arcade	Legend of Heroes	2000	legendoh	4	joy8way	4	No	No	none	No	Limenko	No	No	Yes
arcade	Legend of Kage, The	1984	lkage	2	joy8way	2	No	No	none	No	Taito	Yes	Yes	Yes
arcade	Legend of Silkroad, The	1999	silkroad	2	joy8way	3	No	No	none	No	Unico	No	No	Yes
arcade	Legendary Wings	1986	lwings	2	joy8way	2	No	No	none	Yes	Capcom	Yes	Yes	Yes
arcade	Legion: Spinner-87	1987	legion	2	joy8way	3	No	No	none	Yes	Nichibutsu	No	No	Yes
arcade	Legionnaire	1992	legionna	2	joy8way	2	No	No	none	No	TAD Corporation	No	No	Yes
arcade	Lemmings	1991	lemmings	2	none	2	No	Yes	none	No	Data East	No	No	Yes
arcade	Lethal Crash Race	1993	crshrace	3	joy8way	3	No	No	none	Yes	Video System Co.	No	No	Yes
arcade	Lethal Enforcers	1992	lethalen	2	none	1	Yes	No	none	No	Konami	No	Yes	Yes
arcade	Light Bringer	1993	lightbr	4	joy8way	4	No	No	dial	No	Taito	No	No	Yes
arcade	Lightning Fighters	1990	lgtnfght	2	joy8way	3	No	No	none	Yes	Konami	No	Yes	Yes
arcade	Lightning Swords	1991	ltswords	2	joy8way	4	No	No	none	No	Irem	No	No	Yes
arcade	Line of Fire	1989	loffire	2	none	2	Yes	No	none	No	SEGA	No	No	Yes
arcade	Liquid Kids	1990	liquidk	2	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Lode Runner	1984	ldrun	2	joy8way	2	No	No	none	No	Irem / licensed from Broderbund	No	No	Yes
arcade	Lode Runner 2: The Bungeling Strikes Back	1984	ldrun2	2	joy8way	2	No	No	none	No	Irem / licensed from Broderbund	No	No	Yes
arcade	Lode Runner: The Dig Fight	2000	loderndf	4	joy8way	3	No	No	none	No	Psikyo	Yes	Yes	Yes
arcade	Lost Castle In Darkmist, The	1986	darkmist	2	joy8way	2	No	No	none	Yes	Seibu Kaihatsu / Taito	No	No	Yes
arcade	Lucky & Wild	1992	luckywld	2	none	1	Yes	No	pedal/paddle	No	Namco	No	No	Yes
arcade	Lunar Lander	1979	llander	1	none	3	No	No	pedal	No	Atari	Yes	No	Yes
arcade	Lunar Rescue	1979	lrescue	2	joy2way	1	No	No	none	Yes	Taito	Yes	Yes	Yes
arcade	M.I.A.: Missing in Action	1989	mia	2	joy8way	3	No	No	none	No	Konami	Yes	Yes	Yes
arcade	Mace: The Dark Age	1996	mace	2	joy8way	4	No	No	none	No	Atari Games	No	No	Yes
arcade	Macross Plus	1996	macrossp	2	joy8way	4	No	No	none	Yes	MOSS / Banpresto	No	No	Yes
arcade	Mad Gear	1989	madgear	2	joy8way	3	No	No	none	Yes	Capcom	Yes	Yes	Yes
arcade	Mad Planets	1983	mplanets	1	joy8way	2	No	No	dial	Yes	Gottlieb	No	No	Yes
arcade	Mag Max	1985	magmax	2	joy8way	1	No	No	none	No	Nichibutsu	Yes	Yes	Yes
arcade	Magic Sword: Heroic Fantasy	1990	msword	2	joy8way	3	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Magical Crystals	1991	mgcrystl	2	joy8way	2	No	No	none	No	Kaneko	No	No	Yes
arcade	Magical Drop 3	1997	magdrop3	2	joy8way	4	No	No	none	No	Data East	No	No	Yes
arcade	Magician Lord	1990	maglord	2	joy8way	4	No	No	none	No	Alpha Denshi Co. / ADK	No	Yes	Yes
arcade	Main Event, The	1988	mainevt	4	joy8way	2	No	No	none	No	Konami	No	No	Yes
arcade	Major Havoc	1983	mhavoc	2	none	2	No	No	dial	No	Atari	Yes	Yes	Yes
arcade	Major Title 2	1992	majtitl2	4	joy8way	2	No	No	none	No	Irem	No	Yes	Yes
arcade	Make Trax	1981	maketrxb	2	joy4way	0	No	No	none	Yes	Alpha Denshi Co. / Kural	No	No	Yes
arcade	Mappy	1983	mappy	2	joy2way	1	No	No	none	Yes	Namco	Yes	Yes	Yes
arcade	Marble Madness	1984	marble	2	none	0	No	Yes	none	No	Atari Games / Atari	Yes	Yes	Yes
arcade	Marchen Maze	1988	mmaze	2	joy8way	3	No	No	none	No	Namco	No	No	Yes
arcade	Mario Bros.	1983	mario	2	joy2way	1	No	No	none	No	Nintendo	Yes	Yes	Yes
arcade	Mario Kart Arcade GP	2005	mkartagp	unknown	unknown	unknown	unknown	unknown	unknown	No	Namco / Nintendo	No	Yes	Yes
arcade	Mario Kart Arcade GP 2	2007	mkartag2	unknown	unknown	unknown	unknown	unknown	unknown	No	Namco / Nintendo	No	Yes	Yes
arcade	Mars Matrix: Hyper Solid Shooting	2000	mmatrix	2	joy8way	1	No	No	none	No	Takumi / Capcom	Yes	Yes	Yes
arcade	Martial Masters	2001	martmast	4	joy8way	4	No	No	none	No	IGS	No	Yes	Yes
arcade	Marvel Super Heroes	1995	msh	2	joy8way	6	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Marvel Super Heroes Vs. Street Fighter	1997	mshvsf	2	joy8way	6	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Marvel Super Heroes Vs. Street Fighter	1997	mshvsfa	2	joy8way	6	No	No	none	No	Capcom	No	No	Yes
arcade	Marvel Vs. Capcom 2: New Age of Heroes	2000	mvsc2	2	joy8way	6	No	No	none	No	Capcom / Marvel	No	Yes	Yes
arcade	Marvel Vs. Capcom: Clash of Super Heroes	1998	mvsc	2	joy8way	6	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Marvel Vs. Capcom: Clash of Super Heroes	1998	mvscb	2	joy8way	6	No	No	none	No	Capcom	No	No	Yes
arcade	Matrimelee	2002	matrim	2	joy8way	4	No	No	none	No	Noise Factory / Atlus	No	Yes	Yes
arcade	Maze of Flott	1989	mofflott	2	joy8way	2	No	No	none	Yes	Taito	No	No	Yes
arcade	Mazinger Z	1994	mazinger	2	joy8way	3	No	No	none	Yes	Banpresto / Dynamic Pl. Toei Animation	No	Yes	Yes
arcade	Mechanized Attack	1989	mechatt	2	none	2	Yes	No	none	No	SNK	Yes	No	Yes
arcade	Medal Mahjong Moukari Bancho	2007	mmmbanc	2	joy8way	4	No	No	none	No	Cave / AMI license	No	No	Yes
arcade	Mega Blast	1989	megablst	2	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Mega Man 2: The Power Fighters	1996	megaman2	2	joy8way	3	No	No	none	No	Capcom	No	Yes	Yes
arcade	Mega Twins	1990	mtwins	2	joy8way	3	No	No	none	No	Capcom	No	Yes	Yes
arcade	Mega Zone	1983	megazone	2	joy8way	1	No	No	none	Yes	Konami	No	No	Yes
arcade	Meikyu Jima	1988	kikcubic	2	joy4way	2	No	No	none	No	Irem	No	No	Yes
arcade	Mercs	1990	mercs	3	joy8way	2	No	No	none	Yes	Capcom	Yes	Yes	Yes
arcade	Metal Hawk	1988	metlhawk	2	none	2	No	No	stick	Yes	Namco	No	No	Yes
arcade	Metal Slug 2 Turbo	2015	mslug2t	2	joy8way	4	No	No	none	No	hack / trap15	No	Yes	Yes
arcade	Metal Slug 3	2000	mslug3	2	joy8way	4	No	No	none	No	SNK	Yes	Yes	Yes
arcade	Metal Slug 4	2002	mslug4	2	joy8way	4	No	No	none	No	Mega / Noise Factory	Yes	Yes	Yes
arcade	Metal Slug 5	2003	mslug5	2	joy8way	4	No	No	none	No	SNK Playmore / SNK	Yes	Yes	Yes
arcade	Metal Slug X: Super Vehicle-001	1999	mslugx	2	joy8way	4	No	No	none	No	SNK	Yes	Yes	Yes
arcade	Metal Slug: Super Vehicle-001	1996	mslug	2	joy8way	4	No	No	none	No	Nazca / Nazca Corporation	Yes	Yes	Yes
arcade	Metamoqester	1995	metmqstr	2	joy8way	4	No	No	none	No	Banpresto / Pandorabox	No	No	Yes
arcade	Metamorphic Force	1993	metamrph	4	joy8way	3	No	No	none	No	Konami	No	No	Yes
arcade	Metro-Cross	1985	metrocrs	2	joy8way	1	No	No	none	No	Namco	Yes	No	Yes
arcade	Michael Jackson's Moonwalker	1990	mwalk	3	joy8way	3	No	No	none	No	SEGA	Yes	Yes	Yes
arcade	Midnight Resistance	1989	midres	2	joy8way	2	No	No	positional	No	Data East	Yes	Yes	Yes
arcade	Mighty! Pang	2000	mpang	2	joy8way	1	No	No	none	No	Mitchell / Capcom	No	Yes	Yes
arcade	Mikie	1984	mikie	2	joy4way	2	No	No	none	Yes	Konami	Yes	Yes	Yes
arcade	Mille Miglia 2: Great 1000 Miles Rally	1995	gtmr2	2	joy8way	8	No	No	paddle/dial	No	Kaneko	No	Yes	Yes
arcade	Millipede	1982	milliped	2	joy8way	1	No	Yes	none	Yes	Atari	Yes	Yes	Yes
arcade	Missile Command	1980	missile	2	none	3	No	Yes	none	No	Atari	Yes	Yes	Yes
arcade	Mission Craft	2000	misncrft	2	joy8way	4	No	No	none	Yes	Sun	No	No	Yes
arcade	Monster Bash	1982	monsterb	2	joy4way	1	No	No	none	Yes	SEGA	No	No	Yes
arcade	Monster Farm Jump	2001	mfjump	4	joy8way	3	No	No	none	No	Tecmo	No	No	Yes
arcade	Monster Maulers	1993	mmaulers	4	joy8way	3	No	No	none	No	Konami	No	No	Yes
arcade	Moon Cresta	1980	mooncrst	2	joy2way	1	No	No	none	Yes	Nichibutsu	Yes	Yes	Yes
arcade	Moon Patrol	1982	mpatrol	2	joy2way	2	No	No	none	No	Irem	Yes	Yes	Yes
arcade	Mortal Kombat	1992	mk	2	joy8way	6	No	No	none	No	Midway	Yes	Yes	Yes
arcade	Mortal Kombat 2	1993	mk2	2	joy8way	6	No	No	none	No	Midway	Yes	Yes	Yes
arcade	Mortal Kombat 3	1994	mk3	2	joy8way	6	No	No	none	No	Midway	No	No	Yes
arcade	Mortal Kombat 4	1997	mk4	2	joy8way	6	No	No	none	No	Midway	No	No	Yes
arcade	Mr. Do!	1982	mrdo	2	joy4way	1	No	No	none	Yes	Universal	Yes	Yes	Yes
arcade	Mr. Do's Castle	1983	docastle	2	joy4way	2	No	No	none	Yes	Universal	No	Yes	Yes
arcade	Mr. Do's Wild Ride	1984	dowild	2	joy4way	2	No	No	none	No	Universal	No	No	Yes
arcade	Mr. Driller	1999	mrdrillr	2	joy4way	6	No	No	none	No	Namco	No	No	Yes
arcade	Ms. Pac-Man	1981	mspacman	2	joy4way	0	No	No	none	Yes	Midway / General Computer Corporation	Yes	Yes	Yes
arcade	Muchi Muchi Pork!	2007	mmpork	2	joy8way	4	No	No	none	Yes	Cave / AMI license	No	Yes	Yes
arcade	Muscle Bomber Duo: Ultimate Team Battle	1993	mbombrd	4	joy8way	3	No	No	none	No	Capcom	No	No	Yes
arcade	Mushihime-Sama	2004	mushisam	2	joy8way	4	No	No	none	Yes	Cave / AMI license	No	Yes	Yes
arcade	Mushihime-Sama Futari Ver 1.0	2006	futari10	2	joy8way	4	No	No	none	Yes	Cave / AMI license	Yes	Yes	Yes
arcade	Mustache Boy	1987	mustache	2	joy8way	2	No	No	none	Yes	Seibu Kaihatsu / March license	No	No	Yes
arcade	Mutant Fighter	1991	mutantf	2	joy8way	2	No	No	none	No	Data East	No	No	Yes
arcade	Mutation Nation	1992	mutnat	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	My Hero	1985	myhero	2	joy8way	2	No	No	none	No	Coreland / SEGA	Yes	Yes	Yes
arcade	Mysterious Stones: Dr. John's Adventure	1984	mystston	2	joy4way	2	No	No	none	Yes	Technos Japan / Tecmo	No	No	Yes
arcade	Mystic Riders	1992	mysticri	2	joy8way	2	No	No	none	No	Irem	No	No	Yes
arcade	Mystic Warriors	1993	mystwarr	4	joy8way	3	No	No	none	No	Konami	Yes	Yes	Yes
arcade	NAM-1975	1990	nam1975	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	NBA Hangtime	1996	nbahangt	4	joy8way	3	No	No	none	No	Midway	No	Yes	Yes
arcade	NBA Jam	1993	nbajam	4	joy8way	3	No	No	none	No	Midway	No	No	Yes
arcade	NBA Jam TE	1994	nbajamte	4	joy8way	3	No	No	none	No	Midway	Yes	Yes	Yes
arcade	NBA Maximum Hangtime	1996	nbamht	4	joy8way	3	No	No	none	No	Midway	No	Yes	Yes
arcade	NFL Blitz	1997	blitz	2	joy8way	3	No	No	stick	No	Midway Games	Yes	Yes	Yes
arcade	NFL Blitz '99	1998	blitz99	4	joy8way	3	No	No	stick	No	Midway Games	No	No	Yes
arcade	NFL Blitz 2000 Gold Edition	1999	blitz2k	4	joy8way	3	No	No	stick	No	Midway Games	No	No	Yes
arcade	Namco Classic Collection Vol.1	1995	ncv1	2	joy8way	3	No	No	none	Yes	Namco	No	No	Yes
arcade	Namco Classic Collection Vol.2	1996	ncv2	2	joy8way	3	No	No	none	Yes	Namco	No	No	Yes
arcade	Narc	1988	narc	2	joy8way	4	No	No	none	No	Williams	Yes	Yes	Yes
arcade	Nastar	1988	nastar	2	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Naughty Boy	1982	naughtyb	2	joy4way	1	No	No	none	Yes	Jaleco	Yes	Yes	Yes
arcade	Nebulas Ray	1994	nebulray	4	joy8way	3	No	No	none	Yes	Namco	No	Yes	Yes
arcade	Nekketsu Kouha Kunio-kun	1986	kuniokunb	2	joy8way	3	No	No	none	No	bootleg	No	No	Yes
arcade	Nemo	1990	nemo	2	joy8way	3	No	No	none	No	Capcom	No	Yes	Yes
arcade	Neo Bomberman	1997	neobombe	2	joy8way	4	No	No	none	No	Hudson / SNK	No	No	Yes
arcade	Neo Drift Out: New Technology	1996	neodrift	2	joy8way	4	No	No	none	No	Visco / SNK	Yes	No	Yes
arcade	Neo Mr. Do!	1996	neomrdo	2	joy8way	4	No	No	none	No	Visco	No	No	Yes
arcade	Neo Turf Masters	1996	turfmast	2	joy8way	4	No	No	none	No	Nazca / Nazca Corporation	No	Yes	Yes
arcade	New Rally X	1981	nrallyx	2	joy4way	1	No	No	none	No	Namco	No	No	Yes
arcade	New Zero Team	1997	nzeroteam	2	joy8way	3	No	No	none	No	Seibu Kaihatsu	No	Yes	Yes
arcade	NewZealand Story, The	1988	tnzs	2	joy8way	2	No	No	none	No	Taito	Yes	Yes	Yes
arcade	Nibbler	1982	nibbler	2	joy4way	0	No	No	none	Yes	Rock-Ola	No	No	Yes
arcade	Night Slashers	1994	nslashers	3	joy8way	3	No	No	none	No	Data East	Yes	Yes	Yes
arcade	Night Striker	1989	nightstr	1	joy8way	2	No	No	stick	No	Taito	No	No	Yes
arcade	Night Warriors: Darkstalkers' Revenge	1995	nwarr	2	joy8way	6	No	No	none	No	Capcom	No	Yes	Yes
arcade	Nightmare in the Dark	2000	nitd	2	joy8way	4	No	No	none	No	Eleven / Gavaking	No	Yes	Yes
arcade	Ninja Baseball Bat Man	1993	nbbatman	4	joy8way	2	No	No	none	No	Irem	No	Yes	Yes
arcade	Ninja Clowns	1991	ninclown	2	joy8way	3	No	No	none	No	Strata/Incredible Technologies	No	No	Yes
arcade	Ninja Combat	1990	ncombat	2	joy8way	4	No	No	none	No	Alpha Denshi Co. / SNK	No	Yes	Yes
arcade	Ninja Commando	1992	ncommand	2	joy8way	4	No	No	none	No	Alpha Denshi Co. / ADK	No	Yes	Yes
arcade	Ninja Emaki	1986	ninjemak	2	joy8way	3	No	No	none	Yes	Nichibutsu	No	No	Yes
arcade	Ninja Gaiden	1988	gaiden	2	joy8way	3	No	No	none	No	Tecmo	Yes	Yes	Yes
arcade	Ninja Kazan	1988	kazan	2	joy8way	2	No	No	none	No	Jaleco	No	Yes	Yes
arcade	Ninja Kids, The	1990	ninjak	4	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Ninja Master's: Haoh-ninpo-cho	1996	ninjamas	2	joy8way	4	No	No	none	No	ADK / SNK	No	No	Yes
arcade	Ninja Spirit	1988	nspirit	2	joy8way	4	No	No	none	No	Irem	Yes	Yes	Yes
arcade	Ninja Warriors, The	1987	ninjaw	2	joy8way	2	No	No	none	No	Taito	No	Yes	Yes
arcade	Ninja-Kid 2	1987	ninjakd2	2	joy8way	2	No	No	none	No	UPL	No	Yes	Yes
arcade	Nitro Ball	1992	nitrobal	3	joy8way	2	No	No	none	Yes	Data East	No	No	Yes
arcade	Nostradamus	1993	nost	2	joy8way	1	No	No	none	Yes	Face	No	No	Yes
arcade	Omega Fighter	1989	omegaf	2	joy8way	2	No	No	none	Yes	UPL	No	No	Yes
arcade	Omega Race	1981	omegrace	2	none	2	No	No	dial	No	Midway	No	No	Yes
arcade	Operation Thunderbolt	1988	othunder	2	none	2	No	No	stick	No	Taito	Yes	Yes	Yes
arcade	Operation Wolf	1987	opwolf	1	none	2	Yes	No	none	No	Taito	Yes	Yes	Yes
arcade	Operation Wolf 3	1994	opwolf3	2	none	2	Yes	No	none	No	Taito	No	No	Yes
arcade	Ordyne	1988	ordyne	2	joy8way	3	No	No	none	No	Namco	No	No	Yes
arcade	Oriental Legend	1997	orlegend	4	joy8way	4	No	No	none	No	IGS	No	No	Yes
arcade	Osman	1996	osman	2	joy8way	3	No	No	none	No	Mitchell	No	Yes	Yes
arcade	Out Run	1986	outrun	1	none	1	No	No	pedal/paddle	No	SEGA	Yes	Yes	Yes
arcade	Out Zone	1990	outzone	2	joy8way	3	No	No	none	Yes	Toaplan	Yes	Yes	Yes
arcade	OutRunners	1992	orunners	2	none	5	No	No	pedal/paddle	No	SEGA	Yes	Yes	Yes
arcade	Outfoxies, The	1994	outfxies	4	joy8way	3	No	No	none	No	Namco	No	Yes	Yes
arcade	Over Top	1996	overtop	2	joy8way	4	No	No	none	No	ADK	No	No	Yes
arcade	P-47 Aces	1995	p47aces	2	joy8way	5	No	No	none	No	Jaleco	No	Yes	Yes
arcade	P-47: The Phantom Fighter	1988	p47	2	joy8way	2	No	No	none	No	Jaleco	No	No	Yes
