System	Name	Year	ROM	Players	Joystick	Buttons	LightGun	TrackBall	Other Input	Vertical	Manufacturers	Player Legends 2	Retro Arcade 2 Elites	Other CoinOps
arcade	Cyberbots: Fullmetal Madness	1995	cybots	2	joy8way	4	No	No	none	No	Capcom	No	Yes	Yes
arcade	Cyvern: The Dragon Weapons	1998	cyvern	2	joy8way	2	No	No	none	Yes	Kaneko	Yes	Yes	Yes
arcade	D. D. Crew	1991	ddcrew	3	joy8way	3	No	No	none	No	SEGA	No	No	Yes
arcade	DJ Boy	1989	djboy	2	joy8way	3	No	No	none	No	Kaneko	Yes	Yes	Yes
arcade	Daioh	1993	daioh	2	joy8way	6	No	No	none	Yes	Athena	No	Yes	Yes
arcade	Dangerous Seed	1989	dangseed	2	joy8way	3	No	No	none	Yes	Namco	No	No	Yes
arcade	Danny Sullivan's Indy Heat	1991	indyheat	3	none	2	No	No	pedal/dial	No	Leland Corporation	No	No	Yes
arcade	Darius	1986	darius	2	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Darius 2	1989	darius2do	2	joy8way	2	No	No	none	No	Taito	No	Yes	Yes
arcade	Darius 2	1989	darius2	2	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Darius Gaiden: Silver Hawk	1994	dariusg	4	joy8way	4	No	No	dial	No	Taito	No	No	Yes
arcade	Dark Edge	1992	darkedge	2	joy8way	5	No	No	none	No	SEGA	No	No	Yes
arcade	Dark Seal	1990	darkseal	2	joy8way	2	No	No	none	No	Data East	Yes	Yes	Yes
arcade	Darkstalkers: The Night Warriors	1994	dstlk	2	joy8way	6	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Darwin 4078	1986	darwin	2	joy8way	2	No	No	none	Yes	Data East	No	No	Yes
arcade	Daytona USA	1994	daytona	1	none	9	No	No	pedal/paddle	No	SEGA	No	Yes	Yes
arcade	Daytona USA 2 Power Edition	1998	dayto2pe	1	none	8	No	No	pedal/paddle	No	SEGA	No	Yes	Yes
arcade	Dead Angle	1988	deadang	2	joy8way	2	No	No	none	No	Seibu Kaihatsu	Yes	Yes	Yes
arcade	Dead Connection	1992	deadconx	4	joy8way	2	No	No	none	No	Taito	No	Yes	Yes
arcade	Deathsmiles MegaBlack Label	2008	dsmbl	2	joy8way	4	No	No	none	No	Cave / AMI license	Yes	Yes	Yes
arcade	Deep, The	1987	thedeep	2	joy8way	2	No	No	none	Yes	Woodplace Inc.	No	No	Yes
arcade	Defender	1980	defender	1	joyvertical2way	5	No	No	none	No	Williams	Yes	Yes	Yes
arcade	Demon Front	2002	dmnfrnt	4	joy8way	4	No	No	none	No	IGS	Yes	Yes	Yes
arcade	Demon's World	1990	demonwld	2	joy8way	3	No	No	none	No	Toaplan	No	No	Yes
arcade	Denjin Makai	1994	denjinmk	4	joy8way	3	No	No	none	No	Winkysoft / Banpresto license	No	No	Yes
arcade	Desert Assault	1991	dassault	4	joy8way	2	No	No	none	No	Data East	No	Yes	Yes
arcade	Desert Breaker	1992	desertbr	3	joy8way	3	No	No	none	Yes	SEGA	Yes	Yes	Yes
arcade	Desert War	1995	desertwr	2	joy8way	5	No	No	none	Yes	Jaleco	No	No	Yes
arcade	Devastators	1988	devstors	2	joy8way	2	No	No	none	Yes	Konami	Yes	Yes	Yes
arcade	Devil World	1987	devilw	2	joy8way	3	No	No	none	No	Konami	No	Yes	Yes
arcade	Die Hard Arcade	1996	diehard	4	joy8way	4	No	No	none	No	SEGA	No	No	Yes
arcade	Dig Dug	1982	digdug	2	joy4way	1	No	No	none	Yes	Namco	Yes	Yes	Yes
arcade	Dig Dug 2	1985	digdug2	2	joy4way	2	No	No	none	Yes	Namco / Thunder Mountain	No	No	Yes
arcade	Dimahoo	2000	dimahoo	2	joy8way	3	No	No	none	Yes	Eighting / Raizing	Yes	Yes	Yes
arcade	Dino Rex	1992	dinorex	2	joy8way	3	No	No	none	No	Taito	No	No	Yes
arcade	Dirt Dash	1995	dirtdash	1	joyvertical2way	4	No	No	pedal/paddle	No	Namco	No	No	Yes
arcade	Dirt Fox	1989	dirtfoxj	1	none	2	No	No	pedal/paddle	Yes	Namco	No	No	Yes
arcade	Discs of Tron	1983	dotron	1	joy8way	4	No	Yes	dial	No	Bally Midway	No	No	Yes
arcade	Do! Run Run	1984	dorunrun	2	joy4way	2	No	No	none	No	Universal	No	No	Yes
arcade	DoDonPachi	1997	ddonpach	2	joy8way	3	No	No	none	Yes	Cave / Atlus license	Yes	Yes	Yes
arcade	DoDonPachi 2: Bee Storm	2001	ddp2	4	joy8way	4	No	No	none	Yes	IGS	No	Yes	Yes
arcade	DoDonPachi Dai-Fukkatsu Ver 1.5	2008	ddpdfk	2	joy8way	4	No	No	none	Yes	Cave / AMI license	Yes	Yes	Yes
arcade	DoDonPachi Dai-Ou-Jou	2002	ddpdoj	2	joy8way	3	No	No	none	Yes	Cave / AMI license	Yes	Yes	Yes
arcade	Dogyuun	1992	dogyuun	2	joy8way	3	No	No	none	Yes	Toaplan	No	No	Yes
arcade	Dolphin Blue	2003	dolphin	2	joy8way	6	No	No	none	No	Sammy	No	Yes	Yes
arcade	Domino Man	1982	domino	2	joy4way	1	No	No	none	No	Bally Midway	No	No	Yes
arcade	Don Doko Don	1989	dondokod	2	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	DonPachi	1995	donpachi	2	joy8way	3	No	No	none	Yes	Cave / Atlus license	No	Yes	Yes
arcade	Donkey Kong	1981	dkong	2	joy4way	1	No	No	none	Yes	Nintendo	Yes	Yes	Yes
arcade	Donkey Kong 2: Jumpman Returns	2006	dkongx11	2	joy4way	1	No	No	none	Yes	hack / Braze Technologies	No	Yes	Yes
arcade	Donkey Kong 2: Jumpman Returns	2006	dkongx	2	joy4way	1	No	No	none	Yes	hack / Braze Technologies	No	Yes	Yes
arcade	Donkey Kong 3	1983	dkong3	2	joy4way	1	No	No	none	Yes	Nintendo	Yes	Yes	Yes
arcade	Donkey Kong Junior	1982	dkongjr	2	joy4way	1	No	No	none	Yes	Nintendo	Yes	Yes	Yes
arcade	Double Axle	1991	dblaxle	1	none	5	No	No	paddle	No	Taito	No	No	Yes
arcade	Double Dragon	1987	ddragon	2	joy8way	3	No	No	none	No	Technos Japan / Technos Japan Corp.	Yes	Yes	Yes
arcade	Double Dragon	1995	doubledr	2	joy8way	4	No	No	none	No	Technos Japan	No	No	Yes
arcade	Double Dragon 2: The Revenge	1988	ddragon2	2	joy8way	3	No	No	none	No	Technos Japan / Technos Japan Corp.	Yes	Yes	Yes
arcade	Double Dragon 3: The Rosetta Stone	1990	ddragon3	3	joy8way	3	No	No	none	No	East Technology / Technos Japan	No	No	Yes
arcade	Double Dribble	1986	ddribble	2	joy8way	3	No	No	none	No	Konami	No	No	Yes
arcade	Double Wings	1993	dblewing	2	joy8way	3	No	No	none	Yes	Mitchell	No	No	Yes
arcade	DownTown	1989	downtownj	2	joy8way	2	No	No	positional	Yes	Seta	No	No	Yes
arcade	Dr. Micro	1983	drmicro	2	joy4way	1	No	No	none	Yes	Sanritsu	No	No	Yes
arcade	Dr. Toppel's Adventure	1987	drtoppel	2	joy8way	2	No	No	none	Yes	Kaneko / Taito	No	No	Yes
arcade	Dragon Ball Z	1993	dbz	2	joy8way	4	No	No	none	No	Banpresto	No	No	Yes
arcade	Dragon Ball Z 2: Super Battle	1994	dbz2	2	joy8way	4	No	No	none	No	Banpresto	No	No	Yes
arcade	Dragon Ball Z V.R.V.S.	1994	dbzvrvs	2	joy8way	3	No	No	none	No	SEGA / Banpresto	No	No	Yes
arcade	Dragon Blaze	2000	dragnblz	2	joy8way	3	No	No	none	Yes	Psikyo	Yes	Yes	Yes
arcade	Dragon Breed	1989	dbreed	2	joy8way	4	No	No	none	No	Irem	Yes	Yes	Yes
arcade	Dragon Buster	1984	drgnbstr	2	joy4way	2	No	No	none	No	Namco	No	No	Yes
arcade	Dragon Gun	1993	dragngun	2	none	2	Yes	No	none	No	Data East	No	No	Yes
arcade	Dragon Saber	1990	dsaber	2	joy8way	3	No	No	none	Yes	Namco	No	No	Yes
arcade	Dragon Spirit	1987	dspirit	2	joy8way	3	No	No	none	Yes	Namco	No	No	Yes
arcade	Dragon Unit	1989	drgnunit	2	joy8way	3	No	No	none	No	Athena / Seta	No	No	Yes
arcade	Dragon's Lair	1983	dlair	1	joy8way	1	No	No	none	No	Cinematronics	No	Yes	Yes
arcade	Dragoon Might	1995	dragoona	2	joy8way	6	No	No	none	No	Konami	No	No	Yes
arcade	Drift Out	1991	driftout	2	joy8way	2	No	No	dial	Yes	Visco	No	No	Yes
arcade	Drift Out '94: The Hard Order	1994	drifto94	2	joy8way	3	No	No	none	No	Visco	No	No	Yes
arcade	Dungeons & Dragons: Shadow over Mystara	1996	ddsom	4	joy8way	4	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Dungeons & Dragons: Tower of Doom	1993	ddtod	4	joy8way	4	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Dunk Shot	1987	dunkshot	4	none	2	No	Yes	none	No	SEGA	No	No	Yes
arcade	Dyger	1989	dyger	1	joy8way	3	No	No	none	Yes	Philko	No	No	Yes
arcade	Dyna Gear	1993	dynagear	2	joy8way	3	No	No	none	No	Sammy	No	Yes	Yes
arcade	Dynamite Duke	1989	dynduke	2	joy8way	3	No	No	none	No	Seibu Kaihatsu	Yes	Yes	Yes
arcade	Dynamite Dux	1988	ddux	2	joy8way	3	No	No	none	No	SEGA	No	No	Yes
arcade	Dynasty Wars	1989	dynwar	2	joy8way	3	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	E-Swat: Cyber Police	1989	eswat	2	joy8way	3	No	No	none	No	SEGA	Yes	Yes	Yes
arcade	E.D.F.: Earth Defense Force	1991	edf	2	joy8way	2	No	No	none	No	Jaleco	No	No	Yes
arcade	ESP Ra.De.	1998	esprade	2	joy8way	3	No	No	none	Yes	Cave / Atlus license	Yes	Yes	Yes
arcade	Eco Fighters	1993	ecofghtr	2	joy8way	3	No	No	dial	No	Capcom	Yes	Yes	Yes
arcade	Eight Forces	1994	eightfrc	2	joy8way	2	No	No	none	Yes	Tecmo	No	No	Yes
arcade	Eight Man	1991	eightman	2	joy8way	4	No	No	none	No	SNK / Pallas	No	No	Yes
arcade	Elevator Action	1983	elevator	2	joy8way	2	No	No	none	No	Taito	Yes	Yes	Yes
arcade	Elevator Action Returns	1994	elvactr	4	joy8way	4	No	No	dial	No	Taito	Yes	Yes	Yes
arcade	Empire City: 1931	1986	empcity	2	joy8way	2	No	No	none	No	Seibu Kaihatsu	Yes	Yes	Yes
arcade	Empire Strikes Back, The	1985	esb	1	none	4	No	No	stick	No	Atari Games	Yes	Yes	Yes
arcade	Enduro Racer	1986	enduror	1	none	0	No	No	pedal/stick	No	SEGA	Yes	Yes	Yes
arcade	Enforce	1988	enforce	1	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Equites	1984	equites	2	joy8way	3	No	No	none	Yes	Alpha Denshi Co.	No	No	Yes
arcade	Escape Kids	1991	esckids	4	joy8way	2	No	No	none	No	Konami	No	Yes	Yes
arcade	Escape from the Planet of the Robot Monsters	1989	eprom	2	none	3	No	No	stick	No	Atari Games / Atari	No	No	Yes
arcade	Espgaluda	2003	espgal	2	joy8way	4	No	No	none	Yes	Cave / AMI license	Yes	Yes	Yes
arcade	Espgaluda 2	2005	espgal2	2	joy8way	4	No	No	none	Yes	Cave / AMI license	Yes	Yes	Yes
arcade	Evil Stone	1990	evilston	2	joy4way	2	No	No	none	Yes	Spacy Industrial, Ltd.	No	No	Yes
arcade	Exciting Hour	1985	excthour	2	joy8way	2	No	No	none	Yes	Technos Japan / Taito	Yes	Yes	Yes
arcade	Exed Exes	1985	exedexes	2	joy8way	2	No	No	none	Yes	Capcom	Yes	Yes	Yes
arcade	Exerion	1983	exerion	2	joy8way	2	No	No	none	Yes	Jaleco	Yes	Yes	Yes
arcade	Express Raider	1986	exprraid	2	joy8way	2	No	No	none	No	Data East	Yes	Yes	Yes
arcade	Extermination	1987	extrmatn	2	joy8way	2	No	No	none	Yes	Taito	No	No	Yes
arcade	Exterminator	1989	exterm	2	joy8way	2	No	No	dial	No	Gottlieb / Premier Technology	No	No	Yes
arcade	Exvania	1992	exvania	4	joy8way	3	No	No	none	No	Namco	No	No	Yes
arcade	Exzisus	1987	exzisus	2	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Eyes	1982	eyes	2	joy4way	1	No	No	none	Yes	Techstar / Rock-Ola license	No	No	Yes
arcade	F-1 Grand Prix	1991	f1gp	1	joy2way	2	No	No	stick	Yes	Video System Co.	No	No	Yes
arcade	F1 Exhaust Note	1991	f1en	2	none	2	No	No	pedal/paddle	No	SEGA	No	No	Yes
arcade	Fallen Angels, The	1998	daraku	2	joy8way	4	No	No	none	No	Psikyo / Steel Hearts	No	No	Yes
arcade	Fantastic Journey	1994	fantjour	4	joy8way	3	No	No	none	No	Konami	No	Yes	Yes
arcade	Fantasy	1981	fantasyu	2	joy8way	0	No	No	none	Yes	SNK / Rock-Ola license	No	No	Yes
arcade	Fantasy Zone	1986	fantzone	2	joy8way	3	No	No	none	No	SEGA	No	Yes	Yes
arcade	Fantasy Zone 2: The Tears of Opa-Opa	1988	fantzn2	1	joy8way	2	No	No	none	No	SEGA	No	No	Yes
arcade	Far East of Eden: Kabuki Klash	1995	kabukikl	2	joy8way	4	No	No	none	No	Hudson / Red Company	No	Yes	Yes
arcade	Fast Lane	1987	fastlane	2	joy8way	2	No	No	none	Yes	Konami	No	No	Yes
arcade	Fatal Fury 2	1992	fatfury2	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	Fatal Fury 3: Road to the Final Victory	1995	fatfury3	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	Fatal Fury Special	1993	fatfursp	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	Fatal Fury: King of Fighters	1991	fatfury1	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	Fever SOS	1998	feversos	2	joy8way	3	No	No	none	Yes	Cave / Nihon System license	No	No	Yes
arcade	Fighter's History	1993	fghthist	2	joy8way	6	No	No	none	No	Data East	No	No	Yes
arcade	Fighting Hawk	1988	fhawk	2	joy8way	2	No	No	none	Yes	Taito	No	No	Yes
arcade	Fighting Soccer	1988	fsoccer	4	joy8way	2	No	No	dial	No	SNK	No	No	Yes
arcade	Final Blow	1988	finalb	2	joy8way	5	No	No	none	No	Taito	No	No	Yes
arcade	Final Fight	1989	ffight	2	joy8way	3	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Final Fight Revenge	1999	ffreveng	2	joy8way	6	No	No	none	No	Capcom	No	No	Yes
arcade	Final Lap	1987	finallap	1	none	1	No	No	pedal/paddle	No	Namco	No	No	Yes
arcade	Final Round, The	1988	fround	2	joy8way	3	No	No	none	No	Konami	No	Yes	Yes
arcade	Final Star Force	1992	fstarfrc	2	joy8way	2	No	No	none	Yes	Tecmo	No	No	Yes
arcade	Finalizer: Super Transformation	1985	finalizr	2	joy8way	2	No	No	none	Yes	Konami	No	No	Yes
arcade	Fire Barrel	1993	firebarr	2	joy8way	3	No	No	none	Yes	Irem	No	No	Yes
arcade	Fire Shark	1990	fireshrk	2	joy8way	2	No	No	none	Yes	Toaplan	No	No	Yes
arcade	Fire Trap	1986	firetrap	2	doublejoy4way	1	No	No	none	Yes	Woodplace Inc. / Data East	No	No	Yes
arcade	FixEight	1992	fixeight	3	joy8way	2	No	No	none	Yes	Toaplan	No	No	Yes
arcade	Flicky	1984	flicky	2	joy2way	1	No	No	none	No	SEGA	Yes	Yes	Yes
arcade	Flying Shark	1987	fshark	2	joy8way	2	No	No	none	Yes	Toaplan / Taito	Yes	Yes	Yes
arcade	Food Fight	1982	foodf2	2	none	1	No	No	stick	No	General Computer Corporation / Atari license	No	Yes	Yes
arcade	Football Champ	1990	footchmp	4	joy8way	2	No	No	none	No	Taito	No	No	Yes
arcade	Football Frenzy	1992	fbfrenzy	2	joy8way	4	No	No	none	No	SNK	No	No	Yes
arcade	Forgotten Worlds	1988	forgottn	2	joy8way	1	No	No	dial	No	Capcom	Yes	Yes	Yes
arcade	Formation Z	1984	formatz	2	joy8way	2	No	No	none	No	Jaleco	No	No	Yes
arcade	Frenzy	1981	frenzy	2	joy8way	1	No	No	none	No	Stern Electronics / Stern Electronics, Inc.	No	No	Yes
arcade	Frogger	1981	frogger	2	joy4way	0	No	No	none	Yes	Konami	Yes	Yes	Yes
arcade	Front Line	1982	frontlin	2	doublejoy8way	2	No	No	none	Yes	Taito	Yes	Yes	Yes
arcade	G-Darius	1997	gdarius	4	joy8way	3	No	No	none	No	Taito	No	No	Yes
arcade	G-Darius Ver.2	1997	gdarius2	4	joy8way	3	No	No	none	No	Taito	No	No	Yes
arcade	G-LOC Air Battle	1990	gloc	1	none	3	No	No	stick	No	SEGA	No	No	Yes
arcade	G-Stream G2020	2002	gstream	2	joy8way	4	No	No	none	Yes	Oriental Soft Japan	No	No	Yes
arcade	G.I. Joe	1992	gijoe	4	joy8way	3	No	No	none	No	Konami	Yes	Yes	Yes
arcade	GP Rider	1990	gprider	2	none	2	No	No	pedal/paddle	No	SEGA	No	No	Yes
arcade	Gaia Crusaders	1999	gaia	2	joy8way	4	No	No	none	No	Noise Factory	No	No	Yes
arcade	Gaia: The Last Choice of Earth	1999	gaialast	2	joy8way	3	No	No	none	No	SemiCom / XESS	No	No	Yes
arcade	Gaiapolis	1993	gaiapols	4	joy8way	3	No	No	none	Yes	Konami	No	No	Yes
arcade	Gain Ground	1988	gground	3	joy8way	3	No	No	none	Yes	SEGA	No	No	Yes
arcade	Galactic Storm	1992	galastrm	1	none	4	No	No	stick	No	Taito	No	No	Yes
arcade	Galaga	1981	galaga	2	joy2way	1	No	No	none	Yes	Namco / Midway	Yes	Yes	Yes
arcade	Galaga '88	1987	galaga88	2	joy8way	3	No	No	none	Yes	Namco	Yes	Yes	Yes
arcade	Galaxian	1979	galaxian	2	joy2way	1	No	No	none	Yes	Namco	Yes	Yes	Yes
arcade	Galaxy Fight: Universal Warriors	1995	galaxyfg	2	joy8way	4	No	No	none	No	Sunsoft	No	No	Yes
arcade	Galaxy Force 2	1988	gforce2	1	none	2	No	No	stick	No	SEGA	Yes	Yes	Yes
arcade	Gang Busters	1988	gbusters	2	joy8way	2	No	No	none	Yes	Konami	Yes	Yes	Yes
arcade	Gang Wars	1989	gangwars	2	joy8way	3	No	No	none	No	Alpha Denshi Co.	No	No	Yes
arcade	Ganryu	1999	ganryu	2	joy8way	4	No	No	none	No	Visco	No	No	Yes
arcade	Gaplus	1984	gaplus	2	joy8way	1	No	No	none	Yes	Namco	Yes	Yes	Yes
arcade	Garou: Mark of the Wolves	1999	garou	2	joy8way	4	No	No	none	No	SNK	Yes	Yes	Yes
arcade	Garyo Retsuden	1987	garyoret	2	joy8way	2	No	No	none	No	Data East	No	No	Yes
arcade	Gauntlet	1985	gauntlet	4	joy8way	2	No	No	none	No	Atari Games / Atari	No	No	Yes
arcade	Gauntlet	1985	gauntlet2p	4	joy8way	2	No	No	none	No	Atari Games	No	No	Yes
arcade	Gauntlet 2	1986	gaunt2	4	joy8way	2	No	No	none	No	Atari Games / Atari	No	No	Yes
arcade	Gauntlet 2	1986	gaunt22p	4	joy8way	2	No	No	none	No	Atari Games	Yes	Yes	Yes
arcade	Gauntlet Legends	1998	gauntleg	4	joy8way	3	No	No	stick	No	Atari Games	No	No	Yes
arcade	Gekirindan	1995	gekiridn	4	joy8way	4	No	No	dial	Yes	Taito	No	No	Yes
arcade	Gemini Wing	1987	gemini	2	joy8way	2	No	No	none	Yes	Tecmo	No	No	Yes
arcade	Genix Family	1994	genix	2	joy8way	3	No	No	none	No	NIX	No	No	Yes
arcade	Ghost Pilots	1991	gpilots	2	joy8way	4	No	No	none	No	SNK	No	Yes	Yes
arcade	Ghostlop	1996	ghostlop	2	joy8way	4	No	No	none	No	Data East	No	No	Yes
arcade	Ghosts'n Goblins	1985	gng	2	joy8way	2	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Ghouls'n Ghosts	1988	ghoulsu	2	joy4way	2	No	No	none	No	Capcom	Yes	Yes	Yes
arcade	Ghox	1991	ghoxj	2	joy8way	2	No	No	dial	Yes	Toaplan	No	No	Yes
arcade	Giga Wing	1999	gigawing	2	joy8way	2	No	No	none	No	Takumi / Capcom	Yes	Yes	Yes
arcade	Gigandes	1989	gigandes	2	joy8way	2	No	No	none	No	East Technology	No	No	Yes
arcade	Gladiator	1986	gladiatr	2	joy8way	3	No	No	none	No	Allumer / Taito	Yes	Yes	Yes
arcade	Gladiator, The	2003	theglad	4	joy8way	4	No	No	none	No	IGS	Yes	Yes	Yes
arcade	Gogetsuji Legends	1995	plegends	2	joy8way	4	No	No	none	No	Atlus	No	No	Yes
arcade	Golden Axe	1989	goldnaxe	2	joy8way	3	No	No	none	No	SEGA	Yes	Yes	Yes
arcade	Golden Axe: The Duel	1994	gaxeduel	2	joy8way	6	No	No	none	No	SEGA	No	No	Yes
arcade	Golden Axe: The Revenge of Death Adder	1992	ga2	4	joy8way	3	No	No	none	No	SEGA	Yes	Yes	Yes
arcade	Golden Tee '99	1999	gt99	2	none	2	No	Yes	none	No	Incredible Technologies	No	Yes	Yes
arcade	Golden Tee 2K	2000	gt2k	2	none	2	No	Yes	none	No	Incredible Technologies	No	No	Yes
arcade	Golden Tee Fore! 2006 Complete	2005	gtfore06	1	none	4	Yes	Yes	none	No	Incredible Technologies	Yes	Yes	Yes
arcade	Golden Tee Golf	1990	gtg	2	joy8way	1	No	No	none	No	Strata/Incredible Technologies	No	No	Yes
arcade	Golden Tee Golf 2	1992	gtg2	2	none	2	No	Yes	none	No	Strata/Incredible Technologies / Strata	No	No	Yes
arcade	Gondomania	1987	gondo	2	joy8way	2	No	No	positional	Yes	Data East	No	No	Yes
arcade	Gorf	1981	gorf	2	joy8way	1	No	No	none	Yes	Dave Nutting Associates / Midway	Yes	No	Yes
arcade	Gradius	1985	gradius	2	joy8way	3	No	No	none	No	Konami	No	Yes	Yes
arcade	Gradius 2: GOFER no Yabou	1988	gradius2	2	joy8way	3	No	No	none	No	Konami	Yes	Yes	Yes
arcade	Gradius 3	1989	gradius3	2	joy8way	3	No	No	none	No	Konami	No	No	Yes
arcade	Gradius 4: Fukkatsu	1998	gradius4	2	joy8way	3	No	No	none	No	Konami	No	No	Yes
arcade	Grand Prix Star	1992	f1gpstar	1	none	2	No	No	pedal/paddle	No	Jaleco	No	No	Yes
arcade	Gratia: Second Earth	1996	gratia	2	joy8way	5	No	No	none	No	Jaleco	No	No	Yes
arcade	Gravitar	1982	gravitar	1	joy2way	3	No	No	none	No	Atari	No	No	Yes
arcade	Great 1000 Miles Rally: U.S.A Version!	1994	gtmrusa	2	joy8way	2	No	No	paddle/dial	No	Kaneko	No	Yes	Yes
arcade	Green Beret	1985	gberet	2	joy8way	2	No	No	none	No	Konami	Yes	Yes	Yes
arcade	Grid Seeker: Project Storm Hammer	1992	gseeker	4	joy8way	4	No	No	dial	Yes	Taito	No	No	Yes
arcade	Grind Stormer	1992	grindstm	2	joy8way	2	No	No	none	Yes	Toaplan	No	No	Yes
arcade	Ground Effects	1992	groundfx	1	none	3	No	No	stick	No	Taito	No	No	Yes
arcade	Growl	1990	growl	4	joy8way	3	No	No	none	No	Taito	No	No	Yes
arcade	Guardian Force	1998	grdforce	4	joy8way	4	No	No	none	No	Success	No	No	Yes
arcade	Guardians	1995	grdians	2	joy8way	3	No	No	none	No	Winkysoft / Banpresto license	No	No	Yes
arcade	Guardians of the 'Hood	1992	guardian	3	joy8way	5	No	No	none	No	Atari Games	No	No	Yes
arcade	Guerrilla War	1987	gwarb	2	joy8way	2	No	No	positional	Yes	bootleg / SNK	Yes	Yes	Yes
arcade	Gulf Storm	1991	gulfstrm	2	joy8way	2	No	No	none	Yes	Dooyong	No	No	Yes
arcade	Gun Force 2	1994	gunforc2	2	joy8way	2	No	No	none	No	Irem	No	Yes	Yes
arcade	Gun.Smoke	1985	gunsmoke	2	joy8way	3	No	No	none	Yes	Capcom	Yes	Yes	Yes
arcade	GunNail	1993	gunnail	2	joy8way	2	No	No	none	Yes	NMK / Tecmo	No	No	Yes
arcade	Gunbarich	2001	gnbarich	2	joy8way	3	No	No	none	Yes	Psikyo	No	No	Yes
arcade	Gunbird	1994	gunbird	2	joy8way	3	No	No	none	Yes	Psikyo	No	Yes	Yes
arcade	Gunbird 2	1998	gunbird2	2	joy8way	3	No	No	none	Yes	Psikyo	No	Yes	Yes
arcade	Gundhara	1995	gundhara	2	joy8way	3	No	No	none	Yes	Banpresto	No	Yes	Yes
arcade	Gunforce: Battle Fire Engulfed Terror Island	1991	gunforce	2	joy8way	2	No	No	none	No	Irem	Yes	Yes	Yes
arcade	Gunlock	1993	gunlock	4	joy8way	4	No	No	dial	Yes	Taito	No	Yes	Yes
arcade	Guwange	1999	guwange	2	joy8way	3	No	No	none	Yes	Cave / Atlus license	Yes	Yes	Yes
arcade	Gyruss	1983	gyruss	2	joy2way	1	No	No	none	Yes	Konami	Yes	Yes	Yes
arcade	Hacha Mecha Fighter	1991	hachamfb	2	joy8way	2	No	No	none	No	bootleg	No	No	Yes
arcade	Halley's Comet	1986	halleysc	2	joy8way	2	No	No	none	Yes	Taito / Coin-It license	No	No	Yes
arcade	Hammerin' Harry	1990	hharry	2	joy8way	4	No	No	none	No	Irem	Yes	Yes	Yes
arcade	Hang-On	1985	hangon	1	none	0	No	No	pedal/paddle	No	SEGA	Yes	No	Yes
arcade	Hangzo	1992	hangzo	2	joy8way	3	No	No	none	No	Hot-B	No	No	Yes
arcade	Hard Drivin'	1988	harddriv	1	none	0	No	No	pedal/stick/paddle	No	Atari Games	No	No	Yes
arcade	Hard Dunk	1994	harddunk	6	joy8way	4	No	No	none	No	SEGA	No	No	Yes
arcade	Haunted Castle	1988	hcastle	2	joy4way	2	No	No	none	No	Konami	No	Yes	Yes
arcade	Heated Barrel	1992	heatbrl	4	joy8way	2	No	No	none	No	TAD Corporation	No	No	Yes
arcade	Heavy Barrel	1987	hbarrel	2	joy8way	2	No	No	positional	Yes	Data East	Yes	Yes	Yes
arcade	Heavy Metal	1985	hvymetal	2	joy8way	2	No	No	none	No	SEGA	No	No	Yes
arcade	Heavy Smash	1993	hvysmsh	2	joy8way	3	No	No	none	No	Data East	No	No	Yes
arcade	Heavy Unit	1988	hvyunit	2	joy8way	2	No	No	none	No	Kaneko / Taito	No	No	Yes
arcade	Hellfire	1989	hellfire	2	joy8way	2	No	No	none	No	Toaplan / Taito	No	No	Yes
arcade	Hippodrome	1989	hippodrm	2	joy8way	2	No	No	none	No	Data East	Yes	Yes	Yes
arcade	Hit the Ice	1990	hitice	4	joy8way	3	No	No	none	No	Taito / Williams license	No	No	Yes
arcade	Holosseum	1992	holo	2	joy8way	2	No	No	none	No	SEGA	No	No	Yes
arcade	Hook	1992	hook	4	joy8way	2	No	No	none	No	Irem	No	No	Yes
arcade	Hoops '96	1996	hoops96	4	joy8way	4	No	No	none	No	Data East	No	No	Yes
arcade	Horizon	1985	horizon	2	joy8way	2	No	No	none	No	Irem	No	No	Yes
arcade	Hot Chase	1988	hotchase	1	none	2	No	No	pedal/paddle	No	Konami	No	Yes	Yes
arcade	Hot Rod	1988	hotrod	4	none	0	No	No	pedal/dial	No	SEGA	No	No	Yes
arcade	Hotdog Storm	1996	hotdogst	2	joy8way	3	No	No	none	Yes	Marble / Ace International license	No	No	Yes
arcade	Hydra	1990	hydra	1	none	6	No	No	pedal/stick	No	Atari Games	No	No	Yes
arcade	Hyper Duel	1993	hyprduel	2	joy8way	3	No	No	none	No	Technosoft	No	No	Yes
